title,doi,publication_year,abstract,task
Salp Swarm Algorithm with Multilevel Thresholding Based Brain Tumor Segmentation Model,https://doi.org/10.32604/cmc.2023.030814,2023,"biomedical image processing acts as an essential part of several medical applications in supporting computer aided disease diagnosis magnetic resonance image mri is a commonly utilized imaging tool used to save glioma for clinical examination biomedical image segmentation plays a vital role in healthcare decision making process which also helps to identify the affected regions in the mri though numerous segmentation models are available in the literature it is still needed to develop effective segmentation models for bt this study develops a salp swarm algorithm with multilevel thresholding based brain tumor segmentation ssamltbts model the presented ssamltbts model initially employs bilateral filtering based on noise removal and skull stripping as a preprocessing phase in addition otsu thresholding approach is applied to segment the biomedical images and the optimum threshold values are chosen by the use of ssa finally active contour ac technique is used to identify the suspicious regions in the medical image a comprehensive experimental analysis of the ssamltbts model is performed using benchmark dataset and the outcomes are inspected in many aspects the simulation outcomes reported the improved outcomes of the ssamltbts model over recent approaches with maximum accuracy of 9595",Brain
A literature survey of MR-based brain tumor segmentation with missing modalities,https://doi.org/10.1016/j.compmedimag.2022.102167,2023,"multimodal mr brain tumor segmentation is one of the hottest issues in the community of medical image processing however acquiring the complete set of mr modalities is not always possible in clinical practice due to the acquisition protocols image corruption scanner availability scanning cost or allergies to certain contrast materials the missing information can cause some restraints to brain tumor diagnosis monitoring treatment planning and prognosis thus it is highly desirable to develop brain tumor segmentation methods to address the missing modalities problem based on the recent advancements in this review we provide a detailed analysis of the missing modality issue in mrbased brain tumor segmentation first we briefly introduce the biomedical background concerning brain tumor mr imaging techniques and the current challenges in brain tumor segmentation then we provide a taxonomy of the stateoftheart methods with five categories namely image synthesisbased method latent feature spacebased model multisource correlationbased method knowledge distillationbased method and domain adaptationbased method in addition the principles architectures benefits and limitations are elaborated in each method following that the corresponding datasets and widely used evaluation metrics are described finally we analyze the current challenges and provide a prospect for future development trends this review aims to provide readers with a thorough knowledge of the recent contributions in the field of brain tumor segmentation with missing modalities and suggest potential future directions",Brain
Brain Tumor Segmentation Using U-Net,https://doi.org/10.1007/978-981-19-6880-8_16,2023,"abstractbrain tumor segmenting from the noninvasive magnetic resonance imaging mri is hard and the most vital task for several applications in the area of medical science analysisin current days surgical operations are usually done on handoperated ways in the hospital that takes excess time manually segmenting the brain tumor is really a very overlong job and it much more depends on the individual person and we found that gliomas are the hardest tumor to be found out having irregular shape and vague boundaries mri images are the mostly used for the segmentation of the brain affected portion segmentation method for mri images of brain is one of the ways that radioscopy performs on the brain image for finding the tumor tissue from the normal tissue in this paper we present this proposed approach depending on fully convolutional network fcn and we are making use of unet as the model this model can be used as a vital essential on prearranged surgical operations to accomplish the successful operations of human brainkeywordsbrain tumor segmentationmagnetic resonance imagefully convolutional networkdeep learningmachine learning",Brain
Multi-task deep learning for medical image computing and analysis: A review,https://doi.org/10.1016/j.compbiomed.2022.106496,2023,"the renaissance of deep learning has provided promising solutions to various tasks while conventional deep learning models are constructed for a single specific task multitask deep learning mtdl that is capable to simultaneously accomplish at least two tasks has attracted research attention mtdl is a joint learning paradigm that harnesses the inherent correlation of multiple related tasks to achieve reciprocal benefits in improving performance enhancing generalizability and reducing the overall computational cost this review focuses on the advanced applications of mtdl for medical image computing and analysis with the references of 251 literatures we first summarize four popular mtdl network architectures ie cascaded parallel interacted and hybrid then we review the representative mtdlbased networks for eight application areas including the brain eye chest cardiac abdomen musculoskeletal pathology and other human body regions while mtdlbased medical image processing has been flourishing and demonstrating outstanding performance in many tasks in the meanwhile there are performance gaps in some tasks and accordingly we perceive the open challenges and the perspective trends for instance in the 2018 ischemic stroke lesion segmentation challenge the reported top dice score of 051 and top recall of 055 achieved by the cascaded mtdl model indicate further research efforts in high demand to escalate the performance of current models",Cardiac
Multi-task deep learning for medical image computing and analysis: A review,https://doi.org/10.1016/j.compbiomed.2022.106496,2023,"the renaissance of deep learning has provided promising solutions to various tasks while conventional deep learning models are constructed for a single specific task multitask deep learning mtdl that is capable to simultaneously accomplish at least two tasks has attracted research attention mtdl is a joint learning paradigm that harnesses the inherent correlation of multiple related tasks to achieve reciprocal benefits in improving performance enhancing generalizability and reducing the overall computational cost this review focuses on the advanced applications of mtdl for medical image computing and analysis with the references of 251 literatures we first summarize four popular mtdl network architectures ie cascaded parallel interacted and hybrid then we review the representative mtdlbased networks for eight application areas including the brain eye chest cardiac abdomen musculoskeletal pathology and other human body regions while mtdlbased medical image processing has been flourishing and demonstrating outstanding performance in many tasks in the meanwhile there are performance gaps in some tasks and accordingly we perceive the open challenges and the perspective trends for instance in the 2018 ischemic stroke lesion segmentation challenge the reported top dice score of 051 and top recall of 055 achieved by the cascaded mtdl model indicate further research efforts in high demand to escalate the performance of current models",Brain
Prostate Cancer Grading Using Multistage Deep Neural Networks,https://doi.org/10.1007/978-981-19-5868-7_21,2023,"abstractprostate cancer is the second most commonly occurring cancer in men with a high incidence to mortality ratio accurate prostate cancer grading is the foremost step in determining the precise treatment process for the patient in preventing mortality of the patient currently the grading is carried out by pathologists which has limitation of availability super specialist doctors across world to grade it at affordable price and nonsuper specialist doctor grading is error prone this paper evades the need for an expert pathologist by proposing a novel deep learning method for automatic screening of prostate images to detect and assign a grade severity of cancer based on the images the explainability of classification model imbibed using gradientweighted class activation mapping gradcam visualization which generate heatmap of image which influenced the decision of the model the proposed method has three stages with ensemble deep neural networks to grade the prostate cancer firstly a unet is used for the segmentation of the histopathological image subsequently the segmented image is overlaid on the original image which helps underscore the most critical regions determining the grade of cancer finally the overlaid image is used by an ensemble model consisting of xception resnet50 efficientnetb7 to predict the final grade of the histopathological image the dataset containing 10000 histopathological images obtained from karolinska and radboud that are made publicly available through the prostate cancer grade assessment challenge hosted in kaggle is used for training and evaluation this method achieves a classification accuracy of 9238 and outperforms many stateoftheart methodskeywordsprostate cancergleason gradeisup gradesegmentationclassificationmedical image analysis",Prostate
The Role of Bioinformatics and Imaging Models in Tumorigenesis and Treatment Response of Brain and Spinal Cord Neoplasm,https://doi.org/10.1007/978-3-031-14732-6_7,2023,"abstractthis chapter focuses on the division and location of brain deformities such as tumors in magnetic resonance imaging mri through chanvese active contour segmentation brain tumor division and identification is a major test in the area of biomedical picture processing to detect the size and location of the tumor various techniques are available but active contour gives accurate knowledge of the region for segmentation chanvese active contour method provides independent robust and more flexible segmentation in this chapter firstly we used preprocessing technique in which noise and unused parts of the brain and skull are removed for this we proposed the skull stripping method then we applied feature extraction to enhance the image intensity and quality and lastly used chanvese active contour with a level set image segmentation technique to detect the tumor the tumor area was calculated after tumor detectionkeywordsbrain tumormripreprocessingskull strippingfeature extractionactive contour segmentation",Brain
Tensor image registration library: Deformable registration of stand‐alone histology images to whole‐brain post‐mortem MRI data,https://doi.org/10.1016/j.neuroimage.2022.119792,2023,"accurate registration between microscopy and mri data is necessary for validating imaging biomarkers against neuropathology and to disentangle complex signal dependencies in microstructural mri existing registration methods often rely on serial histological sampling or significant manual input providing limited scope to work with a large number of standalone histology sections here we present a customisable pipeline to assist the registration of standalone histology sections to wholebrain mri dataour pipeline registers stained histology sections to wholebrain postmortem mri in 4 stages with the help of two photographic intermediaries a block face image to undistort histology sections and coronal brain slab photographs to insert them into mri space each registration stage is implemented as a configurable standalone python script using our novel platform tensor image registration library tirl which provides flexibility for wider adaptation we report our experience of registering 87 plpstained histology sections from 14 subjects and perform various experiments to assess the accuracy and robustness of each stage of the pipelineall 87 histology sections were successfully registered to mri histologytoblock registration stage 1 achieved 0204 mm accuracy better than commonly used existing methods blocktoslice matching stage 2 showed great robustness in automatically identifying and inserting small tissue blocks into whole brain slices with 02 mm accuracy simulations demonstrated subvoxel level accuracy 013 mm of the slicetovolume registration stage 3 algorithm which was observed in over 200 actual brain slice registrations compensating 3d slice deformations up to 65 mm stage 4 combined the previous stages and generated refined pixelwise aligned multimodal histologymri stacksour opensource pipeline provides robust automation tools for registering standalone histology sections to mri data with subvoxel level precision and the underlying framework makes it readily adaptable to a diverse range of microscopymri studies",Brain
3D SAACNet with GBM for the classification of benign and malignant lung nodules,https://doi.org/10.1016/j.compbiomed.2022.106532,2023,"in view of the low diagnostic accuracy of the current classification methods of benign and malignant pulmonary nodules this paper proposes a 3d segmentation attention network integrating asymmetric convolution saacnet classification model combined with a gradient boosting machine gbm this can make full use of the spatial information of pulmonary nodules first the asymmetric convolution ac designed in saacnet can not only strengthen feature extraction but also improve the networks robustness to object flip and rotation detection and improve network performance second the segmentation attention network integrating ac saac block can effectively extract more finegrained multiscale spatial information while adaptively recalibrating multidimensional channel attention weights the saacnet also uses a dualpath connection for feature reuse where the model makes full use of features in addition this article makes the loss function pay more attention to difficult and misclassified samples by adding adjustment factors third the gbm is used to splice the nodule size originally cropped nodule pixels and the depth features learned by saacnet to improve the prediction accuracy of the overall model a comprehensive ablation experiment is carried out on the public dataset luna16 and compared with other lung nodule classification models the classification accuracy acc is 9518 and the area under the curve auc is 0977 the results show that this method effectively improves the classification performance of pulmonary nodules the proposed method has advantages in the classification of benign and malignant pulmonary nodules and it can effectively assist radiologists in pulmonary nodule classification",Lung
Hippocampus Segmentation-Based Alzheimer’s Disease Diagnosis and Classification of MRI Images,https://doi.org/10.1007/s13369-022-07538-2,2023,"alzheimers disease represents a neurological condition characterized by steady cognitive decline and eventual memory loss due to the death of brain cells it is one of the most prominent dementia types observed in patients and which hence underlines the imminent need for potential methods to diagnose the disease early on this work considers a novel approach by utilizing a reduced version of one of the datasets used in this work to achieve a considerably accurate prediction while also enabling quicker training it leverages image segmentation to isolate the hippocampus region from brain mri images and then strikes a comparison between models trained on the segmented portions and models trained on complete images this research uses two datasets4 classes of images from kaggle and a popular oasis 2 mri and demographic dataset a deep learningbased approach was adopted to train the kaggle dataset to perform severity classification and the hippocampus region segmented from a reduced version of the oasis dataset was trained on supervised and ensemble learning algorithms to detect alzheimers disease the metric used for the assessment of model performance is classification accuracy a comparative analysis between the proposed approach and existing work was also performed and it was observed that the proposed approach is effective in the early diagnosis of alzheimers disease",Brain
AimSeg: a machine-learning-aided tool for axon inner tongue and myelin segmentation,https://doi.org/10.1101/2023.01.02.522533,2023,"abstract electron microscopy em images of axons and their ensheathing myelin from both the central and peripheral nervous system are used for assessing myelin formation degeneration demyelination and regeneration remyelination the gratio is the gold standard measure of assessing myelin thickness and quality and traditionally is determined from measurements done manually from em images a timeconsuming endeavour with limited reproducibility these measurements have also historically neglected the innermost uncompacted myelin sheath known as the inner myelin tongue nonetheless the inner tongue has been shown to be important for myelin growth and some studies have reported that certain conditions can elicit its enlargement ignoring this fact may bias the standard gratio analysis whereas quantifying the uncompacted myelin has the potential to provide novel insights in the myelin field in this regard we have developed aimseg a bioimage analysis tool for axon inner tongue and myelin segmentation aided by machine learning classifiers trained on tissue undergoing remyelination aimseg can be used either as an automated workflow or as a userassisted segmentation tool validation results show good performance segmenting all three fibre components with the assisted segmentation showing the potential for further improvement with minimal user intervention this results in a considerable reduction in time for analysis compared with manual annotation aimseg could also be used to build larger high quality ground truth datasets to train novel deep learning models implemented in fiji aimseg can use machine learning classifiers trained in ilastik this combined with a userfriendly interface and the ability to quantify uncompacted myelin makes aimseg a unique tool to assess myelin growth author summary myelin is formed by specialised cells that wrap themselves around axons and has a major role in the function protection and maintenance of nerves these functions are disturbed by demyelinating diseases such as multiple sclerosis in this work we present aimseg a new tool based on artificial intelligence algorithms machine learning to assess myelin growth on electron microscopy images whereas standard metrics and previous computational methods focus on quantifying compact myelin aimseg also quantifies the inner myelin tongue uncompacted myelin this structure has been largely overlooked despite the fact that it has an important role in the process of myelin growth both during development and in the adult brain and recent studies have reported morphological changes associated with some diseases we report the performance of aimseg both as a fully automated approach and in an assisted segmentation workflow that enables the user to curate the results onthefly while reducing human intervention to the minimum therefore aimseg stands as a novel bioimage analysis tool that meets the challenges of assessing myelin growth by supporting both standard metrics for myelin evaluation and the quantification of the uncompacted myelin in different conditions",Brain
Brain Tumor Segmentation Utilizing MRI Multimodal Images with Deep Learning,https://doi.org/10.1201/9781003277002-5,2023,"brain malignancy labeling and delineation via magnetic resonance imaging mri remain difficult but critical activities for a variety of clinical diagnostic purposes several contemporary studies employed three methodologies flair t1c and t2 considering every brain visualization paradigm providing distinct and essential facts relevant to specific areas of the lesion in this work a preprocessing strategy for the operation of just on a limited section of the data instead of the entire image is suggested for the production of a versatile yet robust brain tumor segmentation method this strategy helps in reduction in processing duration and fixes the concern of overfitting in a cascade deep learning network in the subsequent stage an effortless and coherent cascade convolutional neural network ccnn is suggested considering the employment of typically coping with a reduced portion of brain data in every layer the ccnn model harvests all regional and universal characteristics in dual independent ways in addition unique extensive evaluations are carried out on the brats 2018 dataset demonstrating that the suggested model gains fair performance the suggested methodology yields average total tumor score of 0934 0925 and 0908 for the intensification of the lesions and central scale score of the lesions respectively",Brain
Brain Tumor Segmentation Utilizing MRI Multimodal Images with Deep Learning,https://doi.org/10.1201/9781003277002-5,2023,"brain malignancy labeling and delineation via magnetic resonance imaging mri remain difficult but critical activities for a variety of clinical diagnostic purposes several contemporary studies employed three methodologies flair t1c and t2 considering every brain visualization paradigm providing distinct and essential facts relevant to specific areas of the lesion in this work a preprocessing strategy for the operation of just on a limited section of the data instead of the entire image is suggested for the production of a versatile yet robust brain tumor segmentation method this strategy helps in reduction in processing duration and fixes the concern of overfitting in a cascade deep learning network in the subsequent stage an effortless and coherent cascade convolutional neural network ccnn is suggested considering the employment of typically coping with a reduced portion of brain data in every layer the ccnn model harvests all regional and universal characteristics in dual independent ways in addition unique extensive evaluations are carried out on the brats 2018 dataset demonstrating that the suggested model gains fair performance the suggested methodology yields average total tumor score of 0934 0925 and 0908 for the intensification of the lesions and central scale score of the lesions respectively",Brain
Learning to segment fetal brain tissue from noisy annotations,https://doi.org/10.1016/j.media.2022.102731,2023,"automatic fetal brain tissue segmentation can enhance the quantitative assessment of brain development at this critical stage deep learning methods represent the state of the art in medical image segmentation and have also achieved impressive results in brain segmentation however effective training of a deep learning model to perform this task requires a large number of training images to represent the rapid development of the transient fetal brain structures on the other hand manual multilabel segmentation of a large number of 3d images is prohibitive to address this challenge we segmented 272 training images covering 1939 gestational weeks using an automatic multiatlas segmentation strategy based on deformable registration and probabilistic atlas fusion and manually corrected large errors in those segmentations since this process generated a large training dataset with noisy segmentations we developed a novel label smoothing procedure and a loss function to train a deep learning model with smoothed noisy segmentations our proposed methods properly account for the uncertainty in tissue boundaries we evaluated our method on 23 manuallysegmented test images of a separate set of fetuses results show that our method achieves an average dice similarity coefficient of 0893 and 0916 for the transient structures of younger and older fetuses respectively our method generated results that were significantly more accurate than several stateoftheart methods including nnunet that achieved the closest results to our method our trained model can serve as a valuable tool to enhance the accuracy and reproducibility of fetal brain analysis in mri",Brain
PCRLv2: A Unified Visual Information Preservation Framework for  Self-supervised Pre-training in Medical Image Analysis,https://doi.org/10.48550/arxiv.2301.00772,2023,"recent advances in selfsupervised learning ssl in computer vision are primarily comparative whose goal is to preserve invariant and discriminative semantics in latent representations by comparing siamese image views however the preserved highlevel semantics do not contain enough local information which is vital in medical image analysis eg imagebased diagnosis and tumor segmentation to mitigate the locality problem of comparative ssl we propose to incorporate the task of pixel restoration for explicitly encoding more pixellevel information into highlevel semantics we also address the preservation of scale information a powerful tool in aiding image understanding but has not drawn much attention in ssl the resulting framework can be formulated as a multitask optimization problem on the feature pyramid specifically we conduct multiscale pixel restoration and siamese feature comparison in the pyramid in addition we propose nonskip unet to build the feature pyramid and develop subcrop to replace multicrop in 3d medical imaging the proposed unified ssl framework pcrlv2 surpasses its selfsupervised counterparts on various tasks including brain tumor segmentation brats 2018 chest pathology identification chestxray chexpert pulmonary nodule detection luna and abdominal organ segmentation lits sometimes outperforming them by large margins with limited annotations",Brain
PCRLv2: A Unified Visual Information Preservation Framework for  Self-supervised Pre-training in Medical Image Analysis,https://doi.org/10.48550/arxiv.2301.00772,2023,"recent advances in selfsupervised learning ssl in computer vision are primarily comparative whose goal is to preserve invariant and discriminative semantics in latent representations by comparing siamese image views however the preserved highlevel semantics do not contain enough local information which is vital in medical image analysis eg imagebased diagnosis and tumor segmentation to mitigate the locality problem of comparative ssl we propose to incorporate the task of pixel restoration for explicitly encoding more pixellevel information into highlevel semantics we also address the preservation of scale information a powerful tool in aiding image understanding but has not drawn much attention in ssl the resulting framework can be formulated as a multitask optimization problem on the feature pyramid specifically we conduct multiscale pixel restoration and siamese feature comparison in the pyramid in addition we propose nonskip unet to build the feature pyramid and develop subcrop to replace multicrop in 3d medical imaging the proposed unified ssl framework pcrlv2 surpasses its selfsupervised counterparts on various tasks including brain tumor segmentation brats 2018 chest pathology identification chestxray chexpert pulmonary nodule detection luna and abdominal organ segmentation lits sometimes outperforming them by large margins with limited annotations",Brain
A radiographic deep transfer learning framework adapted to estimate lung opacities from chest x-rays,https://doi.org/10.1186/s42234-022-00103-0,2023,"abstract chest radiographs cxrs are the most widely available radiographic imaging modality used to detect respiratory diseases that result in lung opacities cxr reports often use nonstandardized language that result in subjective qualitative and nonreproducible opacity estimates our goal was to develop a robust deep transfer learning framework and adapt it to estimate the degree of lung opacity from cxrs following cxr data selection based on exclusion criteria segmentation schemes were used for roi region of interest extraction and all combinations of segmentation data balancing and classification methods were tested to pick the top performing models multifold cross validation was used to determine the best model from the initial selected top models based on appropriate performance metrics as well as a novel macroaveraged heatmap concordance score ma hcs performance of the best model is compared against that of expert physician annotators and heatmaps were produced finally model performance sensitivity analysis across patient populations of interest was performed the proposed framework was adapted to the specific use case of estimation of degree of cxr lung opacity using ordinal multiclass classification acquired between march 24 2020 and may 22 2020 38365 prospectively annotated cxrs from 17418 patients were used we tested three neural network architectures resnet50 vgg16 and chexnet three segmentation schemes no segmentation lung segmentation and lateral segmentation based on spine detection and three data balancing strategies undersampling doublestage sampling and synthetic minority oversampling using 38079 cxr images for training and validation with 286 images as the outofthebox dataset that underwent expert radiologist adjudication based on the results of these experiments the resnet50 model with undersampling and no roi segmentation is recommended for lung opacity classification based on optimal values for the mae metric and hcs heatmap concordance score the degree of agreement between the opacity scores predicted by this model with respect to the two sets of radiologist scores or or original reader and oobtr or out of box reader in terms of performance metrics is superior to the interradiologist opacity score agreement",Lung
Fine-grained brain tissue segmentation for brain modeling of stroke patient,https://doi.org/10.1016/j.compbiomed.2022.106472,2023,"brain segmentation of stroke patients can facilitate brain modeling for electrical noninvasive brain stimulation a therapy for stimulating brain function using an electric current however it remains challenging owing to its timeconsuming labordependent and complicated pipeline in addition conventional tools that define lesions into one region rather than distinguishing between the strokeaffected regions and cerebrospinal fluid can lead to inaccurate treatment results in this study we first define a novel strokeaffected region as a detailed subregion of the conventionally defined lesion subsequently a novel comprehensive framework is proposed to segment headbrain and finelevel strokeaffected regions for normal controls and chronic stroke patients the proposed framework consists of a timeefficient and precise deep learningbased segmentation model the experiment results indicate that the proposed method perform better than the conventional deep learningbased segmentation model in terms of the evaluation metrics the proposed method would be a valuable addition to brain modeling for noninvasive neuromodulation",Brain
Finding the Most Transferable Tasks for Brain Image Segmentation,https://doi.org/10.48550/arxiv.2301.00934,2023,"although many studies have successfully applied transfer learning to medical image segmentation very few of them have investigated the selection strategy when multiple source tasks are available for transfer in this paper we propose a prior knowledge guided and transferability based framework to select the best source tasks among a collection of brain image segmentation tasks to improve the transfer learning performance on the given target task the framework consists of modality analysis roi region of interest analysis and transferability estimation such that the source task selection can be refined step by step specifically we adapt the stateoftheart analytical transferability estimation metrics to medical image segmentation tasks and further show that their performance can be significantly boosted by filtering candidate source tasks based on modality and roi characteristics our experiments on brain matter brain tumor and white matter hyperintensities segmentation datasets reveal that transferring from different tasks under the same modality is often more successful than transferring from the same task under different modalities furthermore within the same modality transferring from the source task that has stronger roi shape similarity with the target task can significantly improve the final transfer performance and such similarity can be captured using the structural similarity index in the label space",Brain
An automatic pipeline for atlas-based fetal and neonatal brain segmentation and analysis,https://doi.org/10.1016/j.cmpb.2023.107334,2023,"the automatic segmentation of perinatal brain structures in magnetic resonance imaging mri is of utmost importance for the study of brain growth and related complications while different methods exist for adult and pediatric mri data there is a lack for automatic tools for the analysis of perinatal imagingin this work a new pipeline for fetal and neonatal segmentation has been developed we also report the creation of two new fetal atlases and their use within the pipeline for atlasbased segmentation based on novel registration methods the pipeline is also able to extract cortical and pial surfaces and compute features such as curvature local gyrification index sulcal depth and thicknessresults show that the introduction of the new templates together with our segmentation strategy leads to accurate results when compared to expert annotations as well as better performances when compared to a reference pipeline developing human connectome project dhcp for both early and lateonset fetal brainsthese findings show the potential of the presented atlases and the whole pipeline for application in both fetal neonatal and longitudinal studies which could lead to dramatic improvements in the understanding of perinatal brain development",Brain
A multi-output network with U-net enhanced class activation map and robust classification performance for medical imaging analysis,https://doi.org/10.1007/s44163-022-00045-1,2023,"abstract computer vision in medical diagnosis has achieved a high level of success in diagnosing diseases with high accuracy however conventional classifiers that produce an imagetolabel result provide insufficient information for medical professionals to judge and raise concerns over the trust and reliability of a model with results that cannot be explained to gain local insight of cancerous regions separate tasks such as imaging segmentation needs to be implemented to aid the doctors in treating patients which doubles the training time and costs which renders the diagnosis system inefficient and difficult to be accepted by the public to tackle this issue and drive the aifirst medical solutions further this paper proposes a multioutput network which follows a unet architecture for image segmentation output and features an additional cnn module for auxiliary classification output class activation maps or cams are a method of providing insight into a convolutional neural networks feature maps that lead to its classification but in the case of lung diseases the region of interest is enhanced by unet assisted class activation mapping cam visualization therefore our proposed model combines image segmentation models and classifiers to crop out only the lung region of a chest xrays class activation map to provide a visualization that improves the explainability and can generate classification results simultaneously which builds trust for ailed diagnosis system the proposed unet model achieves 9772 accuracy and a dice coefficient of 09691 on a testing data from the covidquex dataset which includes both diseased and healthy lungs",Lung
A multi-output network with U-net enhanced class activation map and robust classification performance for medical imaging analysis,https://doi.org/10.1007/s44163-022-00045-1,2023,"abstract computer vision in medical diagnosis has achieved a high level of success in diagnosing diseases with high accuracy however conventional classifiers that produce an imagetolabel result provide insufficient information for medical professionals to judge and raise concerns over the trust and reliability of a model with results that cannot be explained to gain local insight of cancerous regions separate tasks such as imaging segmentation needs to be implemented to aid the doctors in treating patients which doubles the training time and costs which renders the diagnosis system inefficient and difficult to be accepted by the public to tackle this issue and drive the aifirst medical solutions further this paper proposes a multioutput network which follows a unet architecture for image segmentation output and features an additional cnn module for auxiliary classification output class activation maps or cams are a method of providing insight into a convolutional neural networks feature maps that lead to its classification but in the case of lung diseases the region of interest is enhanced by unet assisted class activation mapping cam visualization therefore our proposed model combines image segmentation models and classifiers to crop out only the lung region of a chest xrays class activation map to provide a visualization that improves the explainability and can generate classification results simultaneously which builds trust for ailed diagnosis system the proposed unet model achieves 9772 accuracy and a dice coefficient of 09691 on a testing data from the covidquex dataset which includes both diseased and healthy lungs",Lung
A Novel 3D-to-3D Diffeomorphic Registration Algorithm With Applications to Left Ventricle Segmentation in MR and Ultrasound Sequences,https://doi.org/10.1109/access.2023.3234241,2023,"left ventricular segmentation is a difficult and timeconsuming task performed by clinicians requiring the use of manual contours we propose a novel threedimensional diffeomorphic registration algorithm for endocardial segmentation of the left ventricle in magnetic resonance images and ultrasound temporal sequences the proposed diffeomorphic registration method computes a voxeltovoxel correspondence in threedimensional space and is parameterized by one radial and three curl components to emulate the cardiac deformations in addition the proposed method allows for enforcing constraints to control the amount of deformation the method was evaluated on 521 temporal frames from 20 patients from the automated cardiac diagnosis challenge magnetic resonance imaging dataset and 213 frames from 10 patients undergoing ultrasound scans from the mazankowski alberta heart institute the algorithm was compared against six other registration methods the symmetric normalization algorithm from the dipy package two variants of the demons algorithm from the insight toolkit software package two versions of realtitracker and elastix the proposed method yielded overall dice scores of 9810 090 for the mri dataset and 9290 242 for the ultrasound dataset the robustness of the algorithm is demonstrated by the high performance on multiple imaging modalities and various patient abnormalities",Cardiac
Improving performance robustness of subject-based brain segmentation software,https://doi.org/10.47936/encephalitis.2022.00108,2023,"purposeartificial intelligence aibased image analysis tools to quantify the brain have become commercialized however insufficient data for learning and scanner specificity is a limitation for achieving high quality in the present study the performance of personalized brain segmentation software when applied to multicenter data using an ai model trained on data from a single institution was improvedmethodspreindicators of brain white matter wm information from the training dataset were utilized for preprocessing during learning data of cognitively normal cn individuals from a single center were utilized and data of cn individuals and alzheimer disease ad patients enrolled in multiple centers were considered the test setresultsthe preprocessing based on the preindicator dice similarity coefficient dsc 08567 resulted in a better performance than without dsc 07921 the standard deviation sd of the wm region intensity dsc 08303 had a more substantial influence on the performance than the average intensity dsc 06591 when the sd of the test data wm intensity was smaller than the learning data the performance improved 003 increase in lower sd 005 decrease in higher sd furthermore preindicatorbased pretreatment increased the correlation of mean cortical thickness of the entire gray matter between atroscan and freesurfer and data augmentation without preprocessing did notboth preindicator processing and data augmentation improved the correlation coefficient from 07584 to 08165conclusiondata augmentation and preindicatorbased preprocessing of training data can improve the performance of aibased brain segmentation software both increasing the generalizability and stability of brain segmentation software",Brain
Signal Thresholding Segmentation of Ventricular Volumes in Young Patients with Various Diseases—Can We Trust the Numbers?,https://doi.org/10.3390/diagnostics13020180,2023,"in many cardiac diseases right and left ventricular volumes in systole and diastole are diagnostically and prognostically relevant measurements are made by segmentation of the myocardial borders on cardiac magnetic resonance cmr images automatic detection of myocardial contours is possible by signal thresholding techniques but must be validated before use in clinical settings biventricular volumes were measured in enddiastole edvi and in endsystole esvi both manually and with the massk application with signal thresholds at 30 50 and 70 stroke volumes sv and cardiac indices ci were calculated from volumetric measurements and from flow measured in the ascending aorta and the main pulmonary artery and both methods were compared reproducibility of volumetric measurements was tested in 20 patients measurements were acquired in 94 patients aged 15 9 years referred for various conditions edvi and esvi of both ventricles were largest with manual segmentation and inversely proportional to the massk threshold manual and k30 sv and ci corresponded best to flow measurements interobserver variability was low for all volumes manually and with massk in conclusion manual and 30 thresholdbased biventricular volume segmentation agree best with twodimensional phantomcorrected phase contrast flow measurements in a young cardiac referral population and are well reproducible",Cardiac
Spiking neural P system with synaptic vesicles and applications in multiple brain metastasis segmentation,https://doi.org/10.1016/j.ins.2023.01.016,2023,"spiking neural sn p systems performing operations by a series of spikes and rules are a kind of membrane computing models and have been applied in various fields however in the model only one set of spikes is computed in a neuron resulting in too many spikes and neurons being consumed in solving a problem to solve this issue we propose sn p systems with synaptic vesicles snsv p system where each neuron contains multiple synaptic vesicles to deal with different sets of spikes simultaneously three kinds of rules are also designed for communications in the new p system based on the snsv p system several multifusion attention mechanismbased singleshot deep learning models with different initializations are implemented simultaneously to perform ensemble learning on brain metastasis bms segmentation the experimental results demonstrate that the snsv p system outperforms stateoftheart methods and performs well on bms with various phenotypes",Brain
RNN-combined graph convolutional network with multi-feature fusion for tuberculosis cavity segmentation,https://doi.org/10.1007/s11760-022-02446-2,2023,"tuberculosis is a common infectious disease in the world tuberculosis cavities are common and an important imaging signs in tuberculosis accurate segmentation of tuberculosis cavities has practical significance for indicating the activity of lesions and guiding clinical treatment however this task faces challenges such as blurred boundaries irregular shapes different location and size of lesions and similar structures on computed tomography ct to other lung diseases or tissues to overcome these problems we propose a novel rnncombined graph convolutional network r2gcn method which integrates the bidirectional recurrent network brn and graph convolution network gcn modules first feature extraction is performed on the input image by vgg16 or resnet50 to obtain the feature map the feature map is then used as the input of the two modules on the one hand we adopt the brn to retrieve contextual information from the feature map on the other hand we take the vector for each location in the feature map as input nodes and utilize gcn to extract node topology information finally two types of features obtained fuse together our strategy can not only make full use of node correlations and differences but also obtain more precise segmentation boundaries extensive experiments on ct images of cavitary patients with tuberculosis show that our proposed method achieves the best segmentation accuracy than compared segmentation methods our method can be used for the diagnosis of tuberculosis cavity and the evaluation of tuberculosis cavity treatment",Lung
