name,DOI,publication_year,dataset_used
Automated brain tumor segmentation from multimodal MRI data based on Tamura texture feature and an ensemble SVM classifier,10.1108/ijicc-04-2019-0031,2019,BRATS
Deep Learning Methods for MRI Brain Tumor Segmentation: a comparative study,10.1109/ipta.2019.8936077,2019,BRATS
Robustness of Radiomics for Survival Prediction of Brain Tumor Patients Depending on Resection Status,10.3389/fncom.2019.00073,2019,BRATS
Database Acquisition for the Lung Cancer Computer Aided Diagnostic Systems,10.23919/fruct48121.2019.8981537,2019,BRATS
FMNet: Feature Mining Networks for Brain Tumor Segmentation,10.1109/ictai.2019.00083,2019,BRATS
Optimization with soft Dice can lead to a volumetric bias,10.48550/arxiv.1911.02278,2019,BRATS
Divide and Conquer: Stratifying Training Data by Tumor Grade Improves Deep Learning-Based Brain Tumor Segmentation,10.3389/fnins.2019.01182,2019,BRATS
Scribble-based Hierarchical Weakly Supervised Learning for Brain Tumor  Segmentation,10.48550/arxiv.1911.02014,2019,BRATS
Weakly Supervised Fine Tuning Approach for Brain Tumor Segmentation  Problem,10.48550/arxiv.1911.01738,2019,BRATS
Learning Fixed Points in Generative Adversarial Networks: From Image-to-Image Translation to Disease Detection and Localization,10.1109/iccv.2019.00028,2019,BRATS
Machine learning-based imaging biomarkers improve statistical power in clinical trials,10.1101/19010041,2019,BRATS
Learning-Assisted Multimodality Dielectric Imaging,10.1109/tap.2019.2948565,2019,BRATS
Glioma Brain Tumors Diagnosis and Classification in MR Images based on Convolutional Neural Networks,10.1109/iccke48569.2019.8965143,2019,BRATS
Attention-Guided Version of 2D UNet for Automatic Brain Tumor Segmentation,10.1109/iccke48569.2019.8964956,2019,BRATS
Postoperative glioma segmentation in CT image using deep feature fusion model guided by multi-sequence MRIs,10.1007/s00330-019-06441-z,2019,BRATS
A New Approach for Brain Tumor Segmentation and Classification Based on Score Level Fusion Using Transfer Learning,10.1007/s10916-019-1453-8,2019,BRATS
A Novel Fully Automated Mri-Based Deep Learning Method for Classification of Idh Mutation Status in Brain Gliomas,10.1093/neuonc/noz199,None,BRATS
Brain Tumour Segmentation from Multispectral MR Image Data Using Ensemble Learning Methods,10.1007/978-3-030-33904-3_30,2019,BRATS
A Study on Histogram Normalization for Brain Tumour Segmentation from Multispectral MR Image Data,10.1007/978-3-030-33904-3_35,2019,BRATS
Radiogenomic analysis of vascular endothelial growth factor in patients with diffuse gliomas,10.1186/s40644-019-0256-y,None,BRATS
Prediction of Overall Survival of Brain Tumor Patients,10.1109/tencon.2019.8929497,2019,BRATS
A Deep Adaptive Convolutional Network for Brain Tumor Segmentation from Multimodal MR Images,10.1109/tencon.2019.8929402,2019,BRATS
A Survey on Recent Advancements for AI Enabled Radiomics in  Neuro-Oncology,10.48550/arxiv.1910.07470,2019,BRATS
Denoising and contrast-enhancement approach of magnetic resonance imaging glioblastoma brain tumors,10.1117/1.jmi.6.4.044002,2019,BRATS
Intramodality Domain Adaptation Using Self Ensembling and Adversarial Training,10.1007/978-3-030-33391-1_4,2019,BRATS
Multi-modal Segmentation with Missing MR Sequences Using Pre-trained Fusion Networks,10.1007/978-3-030-33391-1_19,2019,BRATS
Improving Pathological Structure Segmentation via Transfer Learning Across Diseases,10.1007/978-3-030-33391-1_11,2019,BRATS
Automated Brain Tumor Segmentation Using Multimodal Brain Scans: A Survey Based on Models Submitted to the BraTS 20122018 Challenges,10.1109/rbme.2019.2946868,2019,BRATS
TuNet: End-to-end Hierarchical Brain Tumor Segmentation using Cascaded  Networks,10.48550/arxiv.1910.05338,2019,BRATS
Integrating Cross-modality Hallucinated MRI with CT to Aid Mediastinal Lung Tumor Segmentation,10.1007/978-3-030-32226-7_25,2019,BRATS
High Resolution Medical Image Segmentation Using Data-Swapping Method,10.1007/978-3-030-32248-9_27,2019,BRATS
Children’s Neuroblastoma Segmentation Using Morphological Features,10.1007/978-3-030-32692-0_10,2019,BRATS
Deep Learning Model Integrating Dilated Convolution and Deep Supervision for Brain Tumor Segmentation in Multi-parametric MRI,10.1007/978-3-030-32692-0_66,2019,BRATS
Interactive Deep Editing Framework for Medical Image Segmentation,10.1007/978-3-030-32248-9_37,2019,BRATS
Multimodal Volume-Aware Detection and Segmentation for Brain Metastases Radiosurgery,10.1007/978-3-030-32486-5_8,2019,BRATS
Unsupervised Anomaly Localization Using Variational Auto-Encoders,10.1007/978-3-030-32251-9_32,2019,BRATS
Multi-task Attention-Based Semi-supervised Learning for Medical Image Segmentation,10.1007/978-3-030-32248-9_51,2019,BRATS
Combined Learning for Similar Tasks with Domain-Switching Networks,10.1007/978-3-030-32254-0_63,2019,BRATS
Deep Cascaded Attention Network for Multi-task Brain Tumor Segmentation,10.1007/978-3-030-32248-9_47,2019,BRATS
A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,10.1007/978-3-030-32248-9_48,2019,BRATS
Unified Attentional Generative Adversarial Network for Brain Tumor Segmentation from Multimodal Unpaired Images,10.1007/978-3-030-32248-9_26,2019,BRATS
Image Data Validation for Medical Systems,10.1007/978-3-030-32251-9_36,2019,BRATS
Multi Scale Curriculum CNN for Context-Aware Breast MRI Malignancy Classification,10.1007/978-3-030-32251-9_54,2019,BRATS
CoCa-GAN: Common-Feature-Learning-Based Context-Aware Generative Adversarial Network for Glioma Grading,10.1007/978-3-030-32248-9_18,2019,BRATS
Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,10.1007/978-3-030-32248-9_20,2019,BRATS
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,10.1007/978-3-030-32245-8_3,2019,BRATS
Self-supervised Feature Learning for 3D Medical Images by Playing a Rubik’s Cube,10.1007/978-3-030-32251-9_46,2019,BRATS
3D Dilated Multi-fiber Network for Real-Time Brain Tumor Segmentation in MRI,10.1007/978-3-030-32248-9_21,2019,BRATS
Generation of 3D Brain MRI Using Auto-Encoding Generative Adversarial Networks,10.1007/978-3-030-32248-9_14,2019,BRATS
Semi-Supervised Variational Autoencoder for Survival Prediction,10.48550/arxiv.1910.04488,2019,BRATS
Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,10.1007/978-3-030-32248-9_50,2019,BRATS
Hetero-Modal Variational Encoder-Decoder for Joint Modality Completion and Segmentation,10.1007/978-3-030-32245-8_9,2019,BRATS
On the Applicability of Registration Uncertainty,10.1007/978-3-030-32245-8_46,2019,BRATS
Learning-Based Approach for Real-Time Versatile Ultrasound Computed Tomography,10.1109/ultsym.2019.8925967,2019,BRATS
Neuroimaging Based Survival Time Prediction of GBM Patients Using CNNs from Small Data,10.1109/smc.2019.8913929,2019,BRATS
Brain Tumor Detection and Segmentation from Magnetic Resonance Image Data Using Ensemble Learning Methods,10.1109/smc.2019.8914463,2019,BRATS
Innovating Medical Image Analysis via Spatial Logics,10.1007/978-3-030-30985-5_7,2019,BRATS
BIAS: Transparent reporting of biomedical image analysis challenges,10.48550/arxiv.1910.04071,2019,BRATS
State‐of‐art analysis of image denoising methods using convolutional neural networks,10.1049/iet-ipr.2019.0157,2019,BRATS
Brain structural disorders detection and classification approaches: a review,10.1007/s10462-019-09766-9,2019,BRATS
Differential Privacy-enabled Federated Learning for Sensitive Health  Data,10.48550/arxiv.1910.02578,2019,BRATS
Self-supervised Feature Learning for 3D Medical Images by Playing a  Rubik's Cube,10.48550/arxiv.1910.02241,2019,BRATS
Active learning strategy and hybrid training for infarct segmentation on diffusion MRI with a U-shaped network,10.1117/1.jmi.6.4.044001,2019,BRATS
Missing MRI Pulse Sequence Synthesis Using Multi-Modal Generative Adversarial Network,10.1109/tmi.2019.2945521,2019,BRATS
Memory efficient brain tumor segmentation using an  autoencoder-regularized U-Net,10.48550/arxiv.1910.02058,2019,BRATS
Improvement of Multiparametric MR Image Segmentation by Augmenting the  Data with Generative Adversarial Networks for Glioma Patients,10.48550/arxiv.1910.00696,2019,BRATS
A Separate 3D Convolutional Neural Network Architecture for 3D Medical Image Semantic Segmentation,10.1166/jmihi.2019.2797,2019,BRATS
Automated machine learning based on radiomics features predicts H3 K27M mutation in midline gliomas of the brain,10.1093/neuonc/noz184,2019,BRATS
Mumford–Shah Loss Functional for Image Segmentation With Deep Learning,10.1109/tip.2019.2941265,2019,BRATS
A Study on Mining of Tumor Pixel Group in Flair Modality Brain MRI,10.1007/978-981-13-9282-5_71,2019,BRATS
Brain Tumor Synthetic Segmentation in 3D Multimodal MRI Scans,10.48550/arxiv.1909.13640,2019,BRATS
Multi-modal segmentation with missing MR sequences using pre-trained  fusion networks,10.48550/arxiv.1909.11464,2019,BRATS
Brain Tumor Detection Using Manifold Ranking in FLAIR MRI,10.1007/978-3-030-30577-2_25,2019,BRATS
ESMRMB 2019 36th Annual Scientific Meeting Rotterdam NL October 3–October 5: Abstracts Saturday,10.1007/s10334-019-00755-1,2019,BRATS
Feature-Guided Deep Radiomics for Glioblastoma Patient Survival Prediction,10.3389/fnins.2019.00966,2019,BRATS
Brain Tumor Segmentation and Survival Prediction,10.48550/arxiv.1909.09399,2019,BRATS
Expert-level Automated Biomarker Identification in Optical Coherence Tomography Scans,10.1038/s41598-019-49740-7,2019,BRATS
Infinite Brain MR Images: PGGAN-Based Data Augmentation for Tumor Detection,10.1007/978-981-13-8950-4_27,2019,BRATS
Quantitative Impact of Label Noise on the Quality of Segmentation of  Brain Tumors on MRI scans,10.48550/arxiv.1909.08959,2019,BRATS
Multi‐Scale 3D U‐Nets: An approach to automatic segmentation of brain tumor,10.1002/ima.22368,2019,BRATS
Radiopathomics: Integration of radiographic and histologic  characteristics for prognostication in glioblastoma,10.48550/arxiv.1909.07581,2019,BRATS
3D U-Net Based Brain Tumor Segmentation and Survival Days Prediction,10.48550/arxiv.1909.12901,2019,BRATS
MRI Brain Tumor Segmentation using Random Forests and Fully  Convolutional Networks,10.48550/arxiv.1909.06337,2019,BRATS
Multidimensional and Multiresolution Ensemble Networks for Brain Tumor Segmentation,10.1101/760124,2019,BRATS
Integrating cross-modality hallucinated MRI with CT to aid mediastinal  lung tumor segmentation,10.48550/arxiv.1909.04542,2019,BRATS
Prediction of Overall Survival of Brain Tumor Patients,10.48550/arxiv.1909.04596,2019,BRATS
Towards Learning a Self-inverse Network for Bidirectional Image-to-image  Translation,10.48550/arxiv.1909.04104,2019,BRATS
One-to-one Mapping for Unpaired Image-to-image Translation,10.48550/arxiv.1909.04110,2019,BRATS
Fully Automated Brain Tumor Segmentation and Survival Prediction of Gliomas using Deep Learning and MRI,10.1101/760157,2019,BRATS
Exploring uncertainty measures in deep networks for Multiple sclerosis lesion detection and segmentation,10.1016/j.media.2019.101557,2019,BRATS
Deep Learning for Brain Tumor Segmentation in Radiosurgery: Prospective  Clinical Evaluation,10.48550/arxiv.1909.02799,2019,BRATS
MultiResUNet : Rethinking the U-Net architecture for multimodal biomedical image segmentation,10.1016/j.neunet.2019.08.025,2019,BRATS
Longitudinal brain tumor segmentation prediction in MRI using feature and label fusion,10.1016/j.bspc.2019.101648,2019,BRATS
Demystifying Brain Tumour Segmentation Networks: Interpretability and  Uncertainty Analysis,10.48550/arxiv.1909.01498,2019,BRATS
Automatic Tumor Segmentation With a Convolutional Neural Network in Multiparametric MRI: Influence of Distortion Correction,10.18383/j.tom.2019.00010,2019,BRATS
Automated brain tumor segmentation and classification for MRI analysis system,10.11591/ijeecs.v15.i3.pp1337-1344,2019,BRATS
A review: Deep learning for medical image segmentation using multi-modality fusion,10.1016/j.array.2019.100004,2019,BRATS
Multimodal image registration using Laplacian commutators,10.1016/j.inffus.2018.09.009,2019,BRATS
Understanding Deep Learning Techniques for Image Segmentation,10.1145/3329784,2019,BRATS
A Multi-class Image Classifier for Assisting in Tumor Detection of Brain Using Deep Convolutional Neural Network,10.1007/978-981-13-8969-6_6,2019,BRATS
A Multi-parametric MRI-Based Radiomics Signature and a Practical ML Model for Stratifying Glioblastoma Patients Based on Survival Toward Precision Oncology,10.3389/fncom.2019.00058,2019,BRATS
Imaging signatures of glioblastoma molecular characteristics: A radiogenomics review,10.1002/jmri.26907,None,BRATS
Global Planar Convolutions for improved context aggregation in Brain  Tumor Segmentation,10.48550/arxiv.1908.10281,2019,BRATS
Embracing Imperfect Datasets: A Review of Deep Learning Solutions for  Medical Image Segmentation,10.48550/arxiv.1908.10454,2019,BRATS
Glioma Subregions Segmentation with a Discriminative Adversarial Regularized 3D Unet,10.1145/3364836.3364891,2019,BRATS
Glioma Grading Prediction by Exploring Radiomics and Deep Learning Features,10.1145/3364836.3364877,2019,BRATS
Improved DenseNet with Convolutional Attention Module for Brain Tumor Segmentation,10.1145/3364836.3364841,2019,BRATS
Automatic glioma segmentation based on adaptive superpixel,10.1186/s12880-019-0369-6,2019,BRATS
Multi-stream Convolutional Autoencoder and 2D Generative Adversarial Network for Glioma Classification,10.1007/978-3-030-29888-3_19,2019,BRATS
Deep Learning and Neurology: A Systematic Review,10.1007/s40120-019-00153-8,2019,BRATS
Bayesian Generative Models for Knowledge Transfer in MRI Semantic Segmentation Problems,10.3389/fnins.2019.00844,2019,BRATS
Cross‐modality (CT‐MRI) prior augmented deep learning for robust lung tumor segmentation from small MR datasets,10.1002/mp.13695,2019,BRATS
A unified representation network for segmentation with missing  modalities,10.48550/arxiv.1908.06683,2019,BRATS
Models Genesis: Generic Autodidactic Models for 3D Medical Image  Analysis,10.48550/arxiv.1908.06912,2019,BRATS
A hybrid of active contour model and convex hull for automated brain tumor segmentation in multimodal MRI,10.1007/s11042-019-08048-4,2019,BRATS
Brain Tumor Segmentation and Survival Prediction Using Multimodal MRI Scans With Deep Learning,10.3389/fnins.2019.00810,2019,BRATS
Zero Shot Learning for Multi-Modal Real Time Image Registration,10.48550/arxiv.1908.06213,2019,BRATS
Multi-step Cascaded Networks for Brain Tumor Segmentation,10.48550/arxiv.1908.05887,2019,BRATS
Learning Fixed Points in Generative Adversarial Networks: From  Image-to-Image Translation to Disease Detection and Localization,10.48550/arxiv.1908.06965,2019,BRATS
Multimodal Volume-Aware Detection and Segmentation for Brain Metastases  Radiosurgery,10.48550/arxiv.1908.05418,2019,BRATS
Towards multi-sequence MR image recovery from undersampled k-space data,10.48550/arxiv.1908.05615,2019,BRATS
Bayesian Generative Models for Knowledge Transfer in MRI Semantic  Segmentation Problems,10.48550/arxiv.1908.05480,2019,BRATS
A Research Framework for Virtual Reality Neurosurgery Based on  Open-Source Tools,10.48550/arxiv.1908.05188,2019,BRATS
Experiences from the ImageCLEF Medical Retrieval and Annotation Tasks,10.1007/978-3-030-22948-1_10,2019,BRATS
Online Variational Learning for Medical Image Data Clustering,10.1007/978-3-030-23876-6_11,2019,BRATS
Investigating the Behaviour of Machine Learning Techniques to Segment Brain Metastases in Radiation Therapy Planning,10.3390/app9163335,2019,BRATS
Automatic Brain Tumor Segmentation Based on Cascaded Convolutional Neural Networks With Uncertainty Estimation,10.3389/fncom.2019.00056,2019,BRATS
Automatic Brain Tumor Segmentation Using Cascaded FCN with DenseCRF and K-means,10.1109/iccchina.2019.8855974,2019,BRATS
Automated Brain Metastases Detection Framework for T1-Weighted  Contrast-Enhanced 3D MRI,10.48550/arxiv.1908.04701,2019,BRATS
Automated brain extraction of multisequence MRI using artificial neural networks,10.1002/hbm.24750,2019,BRATS
Automated Brain Tumour Segmentation Using Deep Fully Residual  Convolutional Neural Networks,10.48550/arxiv.1908.04250,2019,BRATS
Generation of 3D Brain MRI Using Auto-Encoding Generative Adversarial  Networks,10.48550/arxiv.1908.02498,2019,BRATS
Predicted disease compositions of human gliomas estimated from  multiparametric MRI can predict endothelial proliferation tumor grade and  overall survival,10.48550/arxiv.1908.02334,2019,BRATS
Fully Automatic Binary Glioma Grading based on Pre-Therapy MRI using 3D  Convolutional Neural Networks,10.48550/arxiv.1908.01506,2019,BRATS
Medical Image Segmentation Algorithm Based on Feedback Mechanism CNN,10.1155/2019/6134942,2019,BRATS
Brain Tumour Identification Through MRI Images Using Convolution Neural Networks,10.1007/978-3-030-24643-3_125,2019,BRATS
Integrated Modelling Approach for Enhancing Brain MRI with Flexible Pre-Processing Capability,10.11591/ijece.v9i4.pp2416-2424,2019,BRATS
Robustifying deep networks for image segmentation,10.48550/arxiv.1908.00656,2019,BRATS
Medical image segmentation algorithm based on feedback mechanism convolutional neural network,10.1016/j.bspc.2019.101589,2019,BRATS
Prediction of 1p/19q Codeletion in Diffuse Glioma Patients Using Pre-operative Multiparametric Magnetic Resonance Imaging,10.3389/fncom.2019.00052,2019,BRATS
Stratify or Inject: Two Simple Training Strategies to Improve Brain  Tumor Segmentation,10.48550/arxiv.1907.12941,2019,BRATS
A reliable framework for accurate brain image examination and treatment planning based on early diagnosis support for clinicians,10.1007/s00521-019-04369-5,2019,BRATS
Context-encoding Variational Autoencoder for Unsupervised Anomaly  Detection -- Short Paper,10.48550/arxiv.1907.12258,2019,BRATS
Multi-Task Attention-Based Semi-Supervised Learning for Medical Image  Segmentation,10.48550/arxiv.1907.12303,2019,BRATS
Evaluating the Effect of Tissue Anisotropy on Brain Tumor Growth Using a Mechanically Coupled Reaction–Diffusion Model,10.1007/978-3-030-23073-9_3,2019,BRATS
Self-supervised learning for medical image analysis using image context restoration,10.1016/j.media.2019.101539,2019,BRATS
Region-of-interest undersampled MRI reconstruction: A deep convolutional neural network approach,10.1016/j.mri.2019.07.010,2019,BRATS
Hetero-Modal Variational Encoder-Decoder for Joint Modality Completion  and Segmentation,10.48550/arxiv.1907.11150,2019,BRATS
Brain Tumor Segmentation Using Convolutional Neural Networks in MRI Images,10.1007/s10916-019-1416-0,2019,BRATS
Understanding Adversarial Attacks on Deep Learning Based Medical Image  Analysis Systems,10.48550/arxiv.1907.10456,2019,BRATS
Nanoemulsions: Status in Antimicrobial Therapy,10.1201/9780429020575-6,2019,BRATS
Exploring Food Domain Using Deep Neural Networks,10.1201/9780429020575-14,2019,BRATS
Classification of Genetic Mutations,10.1201/9780429020575-4,2019,BRATS
Lifestyle Application for Visually Impaired,10.1201/9780429020575-3,2019,BRATS
Big Data Analytics in Healthcare,10.1201/9780429020575-1,2019,BRATS
Deep Strategies in Computer-Assisted Diagnosis and Classification of Abnormalities in Medical Images,10.1201/9780429020575-9,2019,BRATS
Brain Tumor Detection and Classification in MRI: Technique for Smart Healthcare Adaptation,10.1201/9780429020575-8,2019,BRATS
m-Health: Community-Based Android Application for Medical Services,10.1201/9780429020575-5,2019,BRATS
Applications of Protein Nanoparticles as Drug Delivery Vehicle,10.1201/9780429020575-13,2019,BRATS
Major Histocompatibility Complex Binding and Various Health Parameters Analysis,10.1201/9780429020575-10,2019,BRATS
Partial Digest Problem,10.1201/9780429020575-11,2019,BRATS
Analysis of Air Quality and Impacts on Human Health,10.1201/9780429020575-7,2019,BRATS
Smart Medical Diagnosis,10.1201/9780429020575-2,2019,BRATS
Deep Learning for Next-Generation Healthcare: A Survey of State-of-the-Art and Research Prospects,10.1201/9780429020575-12,2019,BRATS
Smart Healthcare Systems,10.1201/9780429020575,2019,BRATS
Cortical selectivity driven by connectivity: Innate connectivity patterns of the visual word form area,10.1101/712455,2019,BRATS
MR Brain Image Tumor Classification via Kernel SVM with Different Preprocessing Techniques,10.1007/978-981-13-9939-8_20,2019,BRATS
Benchmarking Wilms’ tumor in multisequence MRI data: why does current clinical practice fail? Which popular segmentation algorithms perform well?,10.1117/1.jmi.6.3.034001,2019,BRATS
Predictable Uncertainty-Aware Unsupervised Deep Anomaly Segmentation,10.1109/ijcnn.2019.8852144,2019,BRATS
A Deep Learning Algorithm for Fully Automatic Brain Tumor Segmentation,10.1109/ijcnn.2019.8852210,2019,BRATS
NEPHROBLASTOMA ANALYSIS IN MRI IMAGES,10.5566/ias.2000,2019,BRATS
Fully-automated deep learning-powered system for DCE-MRI analysis of  brain tumors,10.48550/arxiv.1907.08303,2019,BRATS
Where did the tumor start? An inverse solver with sparse localization  for tumor growth models,10.48550/arxiv.1907.06564,2019,BRATS
Hybrid active contour model and deep belief network based approach for brain tumor segmentation and classification,10.1108/sr-01-2018-0008,2019,BRATS
Understanding Deep Learning Techniques for Image Segmentation,10.48550/arxiv.1907.06119,2019,BRATS
Inception Modules Enhance Brain Tumor Segmentation,10.3389/fncom.2019.00044,2019,BRATS
Radiomics and Radiogenomics Technical Basis and Clinical Applications,10.1201/9781351208277,2019,BRATS
Unified Attentional Generative Adversarial Network for Brain Tumor  Segmentation From Multimodal Unpaired Images,10.48550/arxiv.1907.03548,2019,BRATS
Dual Adversarial Learning with Attention Mechanism for Fine-grained  Medical Image Synthesis,10.48550/arxiv.1907.03297,2019,BRATS
Reliability of tumor segmentation in glioblastoma: Impact on the robustness of MRI‐radiomic features,10.1002/mp.13624,2019,BRATS
Unsupervised Anomaly Localization using Variational Auto-Encoders,10.48550/arxiv.1907.02796,2019,BRATS
Segmentation of gliomas in magnetic resonance images using recurrent neural networks,10.1109/tsp.2019.8769056,2019,BRATS
A soft-computing based hybrid tool to extract the tumour section from brain MRI,10.1007/s11042-019-07934-1,2019,BRATS
From Handcrafted to Deep-Learning-Based Cancer Radiomics,10.1109/msp.2019.2900993,2019,BRATS
Automatic Brain Tumor Segmentation Method Based on Modified Convolutional Neural Network,10.1109/embc.2019.8857303,2019,BRATS
A Feature Ranking and Selection Algorithm for Brain Tumor Segmentation in Multi-Spectral Magnetic Resonance Image Data *,10.1109/embc.2019.8857794,2019,BRATS
Classification of Alzheimer’s Disease in MRI based on Dictionary Learning and Heavy Tailed Modelling,10.1109/embc.2019.8857379,None,BRATS
Using Synthetic Training Data for Deep Learning-Based GBM Segmentation,10.1109/embc.2019.8856297,2019,BRATS
Deep learning with mixed supervision for brain tumor segmentation,10.1117/1.jmi.6.3.034002,2019,BRATS
Multi-projection deep learning network for segmentation of 3D medical images,10.1016/j.patrec.2019.08.003,2019,BRATS
A deep learning model integrating SK-TPCNN and random forests for brain tumor segmentation in MRI,10.1016/j.bbe.2019.06.003,2019,BRATS
Cerebral edema segmentation using textural feature,10.1016/j.bbe.2019.06.002,2019,BRATS
Social-Group-Optimization based tumor evaluation tool for clinical brain MRI of Flair/diffusion-weighted modality,10.1016/j.bbe.2019.07.005,2019,BRATS
Improving 3D U-Net for Brain Tumor Segmentation by Utilizing Lesion  Prior,10.48550/arxiv.1907.00281,2019,BRATS
Brain Tumor Detection and Segmentation in MR Images Using Deep Learning,10.1007/s13369-019-03967-8,2019,BRATS
Reproducibility and Generalizability in Radiomics Modeling: Possible Strategies in Radiologic and Statistical Perspectives,10.3348/kjr.2018.0070,2019,BRATS
Brain Tumor Detection by Wavelet Based Fusion Technique,10.1007/978-981-13-8578-0_26,2019,BRATS
A multispectral camera system for automated minirhizotron image analysis,10.1007/s11104-019-04132-8,2019,BRATS
High-Resolution EncoderDecoder Networks for Low-Contrast Medical Image Segmentation,10.1109/tip.2019.2919937,2019,BRATS
A potential field segmentation based method for tumor segmentation on multi-parametric MRI of glioma cancer patients,10.1186/s12880-019-0348-y,2019,BRATS
Segmentation of Prognostic Tissue Structures in Cutaneous Melanoma using Whole Slide Images,10.1109/cvprw.2019.00332,2019,BRATS
Optimizing Neuro-Oncology Imaging: A Review of Deep Learning Approaches for Glioma Imaging,10.3390/cancers11060829,2019,BRATS
Multi Scale Curriculum CNN for Context-Aware Breast MRI Malignancy  Classification,10.48550/arxiv.1906.06058,2019,BRATS
A Partially Reversible U-Net for Memory-Efficient Volumetric Image  Segmentation,10.48550/arxiv.1906.06148,2019,BRATS
Survey of Brain Tumor Segmentation Techniques on Magnetic Resonance Imaging,10.5101/nbe.v11i2.p178-191,2019,BRATS
Enabling machine learning in X-ray-based procedures via realistic simulation of image formation,10.1007/s11548-019-02011-2,2019,BRATS
Learning image-based spatial transformations via convolutional neural networks: A review,10.1016/j.mri.2019.05.037,2019,BRATS
Two-Sided Implicit Euler Based Superdiffusive Model For Benign Tumor Segmentation,10.1109/tensymp46218.2019.8971188,2019,BRATS
Association of genomic subtypes of lower-grade gliomas with shape  features automatically extracted by a deep learning algorithm,10.48550/arxiv.1906.03720,2019,BRATS
DRRNet: Dense Residual Refine Networks for Automatic Brain Tumor Segmentation,10.1007/s10916-019-1358-6,2019,BRATS
Brain Tumor Segmentation Using U-Net Based Deep Neural Networks,10.1007/978-981-13-5859-3_7,2019,BRATS
Multi-scale self-guided attention for medical image segmentation,10.48550/arxiv.1906.02849,2019,BRATS
A GLCM Embedded CNN Strategy for Computer-aided Diagnosis in  Intracerebral Hemorrhage,10.48550/arxiv.1906.02040,2019,BRATS
An improved computer based diagnosis system for early detection of abnormal lesions in the brain tissues with using magnetic resonance and computerized tomography images,10.1007/s11042-019-07823-7,2019,BRATS
One-pass Multi-task Networks with Cross-task Guided Attention for Brain  Tumor Segmentation,10.48550/arxiv.1906.01796,2019,BRATS
Multi stream 3D hyper-densely connected network for multi modality isointense infant brain MRI segmentation,10.1007/s11042-019-07829-1,2019,BRATS
A Trainable Multiplication Layer for Auto-correlation and Co-occurrence Extraction,10.1007/978-3-030-20890-5_27,2019,BRATS
不確実性を考慮した深層教師なし異常部分検知,10.11517/pjsai.jsai2019.0_4i2j203,2019,BRATS
Mesh free alternate directional implicit method based three dimensional super-diffusive model for benign brain tumor segmentation,10.1016/j.camwa.2019.02.009,2019,BRATS
Combining Noise-to-Image and Image-to-Image GANs: Brain MR Image  Augmentation for Tumor Detection,10.48550/arxiv.1905.13456,2019,BRATS
A Trainable Multiplication Layer for Auto-correlation and Co-occurrence  Extraction,10.48550/arxiv.1905.12871,2019,BRATS
CNN based framework for representative detection of liver images for CAD and tele-sonography applications,10.1007/s40012-019-00244-9,2019,BRATS
A RANK-TWO NMF CLUSTERING: APPLICATION TO GLIOBLASTOMAS CHARACTERIZATION AND COMPARATIVE STUDY,10.4015/s1016237219500194,2019,BRATS
A multi-path 2.5 dimensional convolutional neural network system for  segmenting stroke lesions in brain MRI images,10.48550/arxiv.1905.10835,2019,BRATS
Simulation of glioblastoma growth using a 3D multispecies tumor model with mass effect,10.1007/s00285-019-01383-y,2019,BRATS
Glioma Grade Prediction Using Wavelet Scattering-Based Radiomics,10.48550/arxiv.1905.09589,2019,BRATS
Mixed-Reality Aided System for Glioblastoma Resection Surgery using Microsoft HoloLens,10.1109/eit.2019.8833738,2019,BRATS
Brain Tumor Segmentation on MRI with Missing Modalities,10.1007/978-3-030-20351-1_32,2019,BRATS
Unsupervised Deformable Registration for Multi-modal Images via Disentangled Representations,10.1007/978-3-030-20351-1_19,2019,BRATS
Of fractal and Fourier: A measure for local shape complexity for neurological applications,10.1016/j.jneumeth.2019.05.009,2019,BRATS
Task Decomposition and Synchronization for Semantic Biomedical Image  Segmentation,10.48550/arxiv.1905.08720,2019,BRATS
Adaptive Feature Recombination and Recalibration for Semantic Segmentation With Fully Convolutional Networks,10.1109/tmi.2019.2918096,2019,BRATS
Medical Image Segmentation with Stochastic Aggregated Loss in a Unified U-Net,10.1109/bhi.2019.8834667,2019,BRATS
Non-parametric Brain Tissues Segmentation via a Parallel Architecture of CNNs,10.1007/978-3-030-21077-9_20,2019,BRATS
Evaluation of tumor shape features for overall survival prognosis in glioblastoma multiforme patients,10.1016/j.suronc.2019.05.005,2019,BRATS
Brain tumor detection using statistical and machine learning method,10.1016/j.cmpb.2019.05.015,2019,BRATS
ONCOhabitats: A system for glioblastoma heterogeneity assessment through MRI,10.1016/j.ijmedinf.2019.05.002,2019,BRATS
Segmenting Brain Tumour Regions with Fuzzy Integrated Active Contours,10.1080/03772063.2019.1615007,2019,BRATS
Glioma extraction from MR images employing Gradient Based Kernel Selection Graph Cut technique,10.1007/s00371-019-01698-3,2019,BRATS
3D Dense Separated Convolution Module for Volumetric Image Analysis,10.48550/arxiv.1905.08608,2019,BRATS
Which Contrast Does Matter? Towards a Deep Understanding of MR Contrast  using Collaborative GAN,10.48550/arxiv.1905.04105,2019,BRATS
