name,DOI,publication_year,dataset_used,task
None,10.1063/5.0101144,2022,ACDC,Cardiac
None,10.3390/life12101570,2022,ACDC,Cardiac
None,10.1109/tpami.2020.3013679,2022,ACDC,Cardiac
None,10.3390/electronics11213594,2022,ACDC,Cardiac
None,10.1109/tpami.2021.3113077,2021,ACDC,Cardiac
None,10.1080/21681163.2022.2055492,2022,ACDC,Cardiac
None,10.1016/j.patcog.2022.109208,2022,ACDC,Cardiac
None,10.1007/s11760-022-02388-9,2022,ACDC,Cardiac
None,10.1080/21681163.2022.2125697,2022,ACDC,Cardiac
None,10.1016/j.heliyon.2022.e10872,2022,ACDC,Cardiac
None,10.1002/ima.22818,2022,ACDC,Cardiac
None,10.1002/9781119808404.ch11,2022,ACDC,Cardiac
None,10.1155/2022/5311825,2022,ACDC,Cardiac
None,10.3389/fninf.2022.933230,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102688,2022,ACDC,Cardiac
None,10.1016/j.media.2020.101832,2020,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_18,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_37,2021,ACDC,Cardiac
None,10.1007/s10554-022-02649-1,2022,ACDC,Cardiac
None,10.1109/is48319.2020.9199844,2020,ACDC,Cardiac
None,10.1007/s12350-019-01594-2,2019,ACDC,Cardiac
None,10.1007/s12350-019-01674-3,2019,ACDC,Cardiac
None,10.1002/mp.13699,2019,ACDC,Cardiac
None,10.1002/mrm.27772,2019,ACDC,Cardiac
None,10.1117/12.2511610,2019,ACDC,Cardiac
None,10.1117/12.2511699,2019,ACDC,Cardiac
None,10.1148/ryai.2019180080,2019,ACDC,Cardiac
None,10.1155/2019/5636423,2019,ACDC,Cardiac
None,10.1007/s11042-019-7305-1,2019,ACDC,Cardiac
None,10.1186/s12968-018-0509-0,2019,ACDC,Cardiac
None,10.1186/s12968-019-0532-9,2019,ACDC,Cardiac
None,10.1007/978-3-030-00919-9_32,2018,ACDC,Cardiac
None,10.1007/978-3-030-12029-0_42,2019,ACDC,Cardiac
None,10.1007/978-3-030-20351-1_3,2019,ACDC,Cardiac
None,10.1007/978-3-030-21949-9_45,2019,ACDC,Cardiac
None,10.1007/978-3-319-94878-2_13,2019,ACDC,Cardiac
None,10.1088/1361-6560/ab4aa9,2019,ACDC,Cardiac
None,10.1148/ryct.2019190057,2019,ACDC,Cardiac
None,10.1186/s12968-019-0575-y,2019,ACDC,Cardiac
None,10.1063/1.5134397,2019,ACDC,Cardiac
None,10.1002/mp.13853,2019,ACDC,Cardiac
None,10.1002/mp.13859,2019,ACDC,Cardiac
None,10.1002/mp.13859,2019,ACDC,Cardiac
None,10.1007/978-3-030-39074-7_10,2020,ACDC,Cardiac
None,10.1007/978-3-030-39074-7_19,2020,ACDC,Cardiac
None,10.1007/978-3-030-33391-1_6,2019,ACDC,Cardiac
None,10.1145/3364836.3364860,2019,ACDC,Cardiac
None,10.1049/el.2020.0453,2020,ACDC,Cardiac
None,10.1097/rti.0000000000000459,2020,ACDC,Cardiac
None,10.2214/ajr.19.21927,2020,ACDC,Cardiac
None,10.2214/ajr.19.21986,2020,ACDC,Cardiac
None,10.3233/xst-190621,2020,ACDC,Cardiac
None,10.3389/fcvm.2019.00190,2020,ACDC,Cardiac
None,10.3389/fcvm.2019.00195,2020,ACDC,Cardiac
None,10.3389/fcvm.2020.00001,2020,ACDC,Cardiac
None,10.1007/978-3-030-33843-5_1,2019,ACDC,Cardiac
None,10.3390/s20051392,2020,ACDC,Cardiac
None,10.1007/978-3-030-32245-8_3,2019,ACDC,Cardiac
None,10.1007/978-3-030-32245-8_60,2019,ACDC,Cardiac
None,10.1007/978-3-030-32245-8_68,2019,ACDC,Cardiac
None,10.1007/978-3-030-32245-8_83,2019,ACDC,Cardiac
None,10.1007/978-3-030-32251-9_72,2019,ACDC,Cardiac
None,10.1007/978-3-030-32692-0_28,2019,ACDC,Cardiac
None,10.1007/978-3-030-32778-1_12,2019,ACDC,Cardiac
None,10.1088/2057-1976/ab9556,2020,ACDC,Cardiac
None,10.3389/fcvm.2020.00086,2020,ACDC,Cardiac
None,10.1002/mrm.28294,2020,ACDC,Cardiac
None,10.1038/s41598-020-65153-3,2020,ACDC,Cardiac
None,10.1080/17434440.2020.1777855,2020,ACDC,Cardiac
None,10.1007/s10554-020-01935-0,2020,ACDC,Cardiac
None,10.1007/978-3-030-50417-5_6,2020,ACDC,Cardiac
None,10.1002/mp.14377,2020,ACDC,Cardiac
None,10.1007/s10462-020-09871-0,2020,ACDC,Cardiac
None,10.1002/mrm.28361,2020,ACDC,Cardiac
None,10.1007/978-3-030-50120-4_10,2020,ACDC,Cardiac
None,10.1371/journal.pone.0234896,2020,ACDC,Cardiac
None,10.1148/ryai.2020190064,2020,ACDC,Cardiac
None,10.1148/ryai.2020190195,2020,ACDC,Cardiac
None,10.1515/cdbme-2020-0008,2020,ACDC,Cardiac
None,10.1161/jaha.120.016612,2020,ACDC,Cardiac
None,10.1115/1.4048032,2020,ACDC,Cardiac
None,10.3390/math8091511,2020,ACDC,Cardiac
None,10.1007/s11547-020-01277-w,2020,ACDC,Cardiac
None,10.1007/978-3-030-55789-8_41,2020,ACDC,Cardiac
None,10.3390/jimaging6070065,2020,ACDC,Cardiac
None,10.23919/ilrn47897.2020.9155131,2020,ACDC,Cardiac
None,10.1007/s11886-020-01402-1,2020,ACDC,Cardiac
None,10.1007/978-3-030-60334-2_15,2020,ACDC,Cardiac
None,10.1007/978-3-030-61166-8_26,2020,ACDC,Cardiac
None,10.1007/978-3-030-59520-3_8,2020,ACDC,Cardiac
None,10.1007/978-3-030-59710-8_10,2020,ACDC,Cardiac
None,10.1007/978-3-030-59716-0_29,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_10,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_13,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_17,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_38,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_7,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_77,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_8,2020,ACDC,Cardiac
None,10.1007/978-3-030-59719-1_9,2020,ACDC,Cardiac
None,10.3389/fcvm.2022.831080,2022,ACDC,Cardiac
None,10.1007/978-3-030-96878-6_1,2022,ACDC,Cardiac
None,10.1007/s10278-021-00529-z,2022,ACDC,Cardiac
None,10.1038/s41598-022-07186-4,2022,ACDC,Cardiac
None,10.3390/app12052627,2022,ACDC,Cardiac
None,10.1016/j.eswa.2022.116704,2022,ACDC,Cardiac
None,10.3389/fcvm.2022.859310,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102447,2022,ACDC,Cardiac
None,10.3390/app12063024,2022,ACDC,Cardiac
None,10.3389/fcvm.2022.826283,2022,ACDC,Cardiac
None,10.3389/fcvm.2022.829512,2022,ACDC,Cardiac
None,10.3233/jifs-219305,2022,ACDC,Cardiac
None,10.3390/biomedicines10030639,2022,ACDC,Cardiac
None,10.1007/978-3-658-36932-3_43,2022,ACDC,Cardiac
None,10.1186/s12968-022-00855-3,2022,ACDC,Cardiac
None,10.1002/acm2.13597,2022,ACDC,Cardiac
None,10.3390/diagnostics12030639,2022,ACDC,Cardiac
None,10.1007/s44196-022-00080-x,2022,ACDC,Cardiac
None,10.1186/s12968-022-00861-5,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102445,2022,ACDC,Cardiac
None,10.2196/28114,2021,ACDC,Cardiac
None,10.3390/app12083936,2022,ACDC,Cardiac
None,10.1049/ipr2.12503,2022,ACDC,Cardiac
None,10.1007/978-3-030-92087-6_32,2022,ACDC,Cardiac
None,10.1007/978-3-030-92087-6_33,2022,ACDC,Cardiac
None,10.1038/s41598-022-10464-w,2022,ACDC,Cardiac
None,10.1007/s12181-022-00548-2,2022,ACDC,Cardiac
None,10.1109/isbi45749.2020.9098546,2020,ACDC,Cardiac
None,10.1109/isbi45749.2020.9098597,2020,ACDC,Cardiac
None,10.1109/embc44109.2020.9175256,2020,ACDC,Cardiac
None,10.1109/embc44109.2020.9176059,2020,ACDC,Cardiac
None,10.1109/imcec51613.2021.9482216,2021,ACDC,Cardiac
None,10.1109/access.2020.3026073,2020,ACDC,Cardiac
None,10.1109/tmi.2021.3052972,2021,ACDC,Cardiac
None,10.1109/access.2022.3165574,2022,ACDC,Cardiac
None,10.1109/isbi52829.2022.9761602,2022,ACDC,Cardiac
None,10.1109/tmi.2021.3090082,2021,ACDC,Cardiac
None,10.1016/j.media.2022.102516,2022,ACDC,Cardiac
None,10.1007/s11517-022-02612-1,2022,ACDC,Cardiac
None,10.1109/tmi.2021.3073381,2021,ACDC,Cardiac
None,10.1016/j.media.2022.102532,2022,ACDC,Cardiac
None,10.1080/03772063.2022.2098836,2022,ACDC,Cardiac
None,10.1109/icip42928.2021.9506229,2021,ACDC,Cardiac
None,10.1109/jbhi.2021.3106341,2021,ACDC,Cardiac
None,10.1109/tmi.2020.2964499,2020,ACDC,Cardiac
None,10.1016/j.media.2022.102528,2022,ACDC,Cardiac
None,10.3390/jcm11102866,2022,ACDC,Cardiac
None,10.1109/dasa53625.2021.9682288,2021,ACDC,Cardiac
None,10.1007/978-3-031-06427-2_37,2022,ACDC,Cardiac
None,10.1016/j.cmpb.2022.106889,2022,ACDC,Cardiac
None,10.1109/it-ela52201.2021.9773601,2021,ACDC,Cardiac
None,10.1016/j.bspc.2022.103870,2022,ACDC,Cardiac
None,10.1109/jbhi.2020.3028463,2020,ACDC,Cardiac
None,10.1117/12.2634721,2022,ACDC,Cardiac
None,10.1155/2022/5906877,2022,ACDC,Cardiac
None,10.1016/j.compmedimag.2022.102075,2022,ACDC,Cardiac
None,10.1109/dicta.2018.8615772,2018,ACDC,Cardiac
None,10.1109/tmi.2021.3069634,2021,ACDC,Cardiac
None,10.1109/tmi.2021.3108881,2021,ACDC,Cardiac
None,10.1016/b978-0-32-385773-4.00023-x,2023,ACDC,Cardiac
None,10.1016/b978-0-32-385773-4.00025-3,2023,ACDC,Cardiac
None,10.1109/tmi.2021.3066683,2021,ACDC,Cardiac
None,10.1109/isbiworkshops50223.2020.9153453,2020,ACDC,Cardiac
None,10.1109/jstsp.2020.3013351,2020,ACDC,Cardiac
None,10.1117/12.2612968,2022,ACDC,Cardiac
None,10.33571/rpolitec.v18n35a6,2022,ACDC,Cardiac
None,10.1117/1.jmi.9.5.052407,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102530,2022,ACDC,Cardiac
None,10.1109/tmi.2020.3003240,2020,ACDC,Cardiac
None,10.1109/sibgrapi.2019.00017,2019,ACDC,Cardiac
None,10.1016/j.compbiomed.2022.105799,2022,ACDC,Cardiac
None,10.1016/j.compbiomed.2022.105799,2022,ACDC,Cardiac
None,10.1016/j.compbiomed.2022.105799,2022,ACDC,Cardiac
None,10.1016/j.compbiomed.2022.105799,2022,ACDC,Cardiac
None,10.1016/b978-0-32-385773-4.00009-5,2023,ACDC,Cardiac
None,10.1016/b978-0-12-824349-7.00023-2,2022,ACDC,Cardiac
None,10.1109/bibm52615.2021.9669630,2021,ACDC,Cardiac
None,10.1109/bibm52615.2021.9669734,2021,ACDC,Cardiac
None,10.1109/jbhi.2021.3064353,2021,ACDC,Cardiac
None,10.1145/3520304.3533995,2022,ACDC,Cardiac
None,10.1109/cvpr42600.2020.00437,2020,ACDC,Cardiac
None,10.1109/cvpr42600.2020.00478,2020,ACDC,Cardiac
None,10.1109/ipta50016.2020.9286633,2020,ACDC,Cardiac
None,10.1109/bibe50027.2020.00177,2020,ACDC,Cardiac
None,10.1016/j.bspc.2022.103960,2022,ACDC,Cardiac
None,10.1109/tmi.2019.2894322,2019,ACDC,Cardiac
None,10.1007/978-3-031-12053-4_37,2022,ACDC,Cardiac
None,10.1109/ultsym.2018.8580136,2018,ACDC,Cardiac
None,10.1016/j.compbiomed.2022.105715,2022,ACDC,Cardiac
None,10.1016/j.compmedimag.2022.102088,2022,ACDC,Cardiac
None,10.1007/s10334-022-01017-3,2022,ACDC,Cardiac
None,10.1177/01617346221099435,2022,ACDC,Cardiac
None,10.1109/tmi.2020.3022693,2020,ACDC,Cardiac
None,10.1109/tmi.2021.3097665,2021,ACDC,Cardiac
None,10.1109/tmi.2021.3056531,2021,ACDC,Cardiac
None,10.1016/j.media.2022.102426,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102428,2022,ACDC,Cardiac
None,10.1109/rbme.2018.2885714,2019,ACDC,Cardiac
None,10.1109/embc46164.2021.9629770,2021,ACDC,Cardiac
None,10.1109/embc46164.2021.9630115,2021,ACDC,Cardiac
None,10.1007/978-3-030-65651-5_12,2020,ACDC,Cardiac
None,10.1007/978-3-030-65651-5_15,2020,ACDC,Cardiac
None,10.1007/978-3-030-65651-5_16,2020,ACDC,Cardiac
None,10.3389/fcvm.2020.00105,2020,ACDC,Cardiac
None,10.1016/j.compbiomed.2019.04.042,2019,ACDC,Cardiac
None,10.1016/j.compmedimag.2020.101786,2020,ACDC,Cardiac
None,10.1016/j.jcmg.2019.05.030,2019,ACDC,Cardiac
None,10.1016/j.jcmg.2019.06.009,2019,ACDC,Cardiac
None,10.1016/j.jcmg.2019.12.022,2020,ACDC,Cardiac
None,10.1155/2021/6679603,2021,ACDC,Cardiac
None,10.3390/s21072375,2021,ACDC,Cardiac
None,10.3390/s21103363,2021,ACDC,Cardiac
None,10.1007/978-3-030-87735-4_3,2021,ACDC,Cardiac
None,10.1007/978-3-030-87193-2_59,2021,ACDC,Cardiac
None,10.1007/978-3-030-87196-3_42,2021,ACDC,Cardiac
None,10.1007/978-3-030-87193-2_24,2021,ACDC,Cardiac
None,10.1007/978-3-030-87193-2_8,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102223,2021,ACDC,Cardiac
None,10.3389/fcvm.2021.730316,2021,ACDC,Cardiac
None,10.3390/electronics10172132,2021,ACDC,Cardiac
None,10.1016/j.artmed.2021.102154,2021,ACDC,Cardiac
None,10.1007/978-3-030-87196-3_21,2021,ACDC,Cardiac
None,10.1007/s12170-021-00678-4,2021,ACDC,Cardiac
None,10.1007/978-3-030-87193-2_29,2021,ACDC,Cardiac
None,10.1016/j.cmpb.2021.106373,2021,ACDC,Cardiac
None,10.1016/j.artmed.2021.102140,2021,ACDC,Cardiac
None,10.1007/s10489-021-02720-9,2021,ACDC,Cardiac
None,10.1148/ryai.2021200197,2021,ACDC,Cardiac
None,10.1007/978-3-030-87196-3_3,2021,ACDC,Cardiac
None,10.1007/978-3-030-87199-4_39,2021,ACDC,Cardiac
None,10.1142/s0129065721500374,2021,ACDC,Cardiac
None,10.1007/978-3-030-87199-4_35,2021,ACDC,Cardiac
None,10.3389/fphys.2021.716597,2021,ACDC,Cardiac
None,10.1016/j.patcog.2021.108515,2021,ACDC,Cardiac
None,10.1007/978-981-16-3637-0_5,2021,ACDC,Cardiac
None,10.1016/j.ijrobp.2021.09.009,2021,ACDC,Cardiac
None,10.1016/j.cjca.2021.09.030,2021,ACDC,Cardiac
None,10.7498/aps.70.20210885,2021,ACDC,Cardiac
None,10.1016/j.jcmg.2021.10.008,2021,ACDC,Cardiac
None,10.1186/s40658-021-00426-y,2021,ACDC,Cardiac
None,10.1049/ipr2.12406,2021,ACDC,Cardiac
None,10.1007/978-3-030-88010-1_46,2021,ACDC,Cardiac
None,10.1002/mp.15285,2021,ACDC,Cardiac
None,10.1016/j.jcmg.2021.08.011,2021,ACDC,Cardiac
None,10.1007/978-3-030-87231-1_21,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102328,2022,ACDC,Cardiac
None,10.1016/j.patrec.2021.10.025,2021,ACDC,Cardiac
None,10.1016/j.mri.2021.10.005,2022,ACDC,Cardiac
None,10.1016/j.cvdhj.2021.11.007,2021,ACDC,Cardiac
None,10.1016/j.cvdhj.2021.11.007,2022,ACDC,Cardiac
None,10.1016/j.cvdhj.2021.11.007,2021,ACDC,Cardiac
None,10.1016/j.cvdhj.2021.11.007,2022,ACDC,Cardiac
None,10.3389/fphys.2021.745349,2021,ACDC,Cardiac
None,10.1007/s00371-021-02315-y,2021,ACDC,Cardiac
None,10.3389/fcvm.2021.742640,2021,ACDC,Cardiac
None,10.3389/fcvm.2021.787614,2021,ACDC,Cardiac
None,10.1101/2021.01.05.425266,2021,ACDC,Cardiac
None,10.1007/s13534-021-00212-w,2021,ACDC,Cardiac
None,10.1016/j.cmpb.2021.106548,2022,ACDC,Cardiac
None,10.1016/j.compbiomed.2021.105041,2021,ACDC,Cardiac
None,10.1016/j.knosys.2021.108021,2021,ACDC,Cardiac
None,10.1016/j.cjca.2021.11.003,2021,ACDC,Cardiac
None,10.3889/oamjms.2021.7806,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102273,2022,ACDC,Cardiac
None,10.1007/978-3-030-91415-8_26,2021,ACDC,Cardiac
None,10.1007/s13239-021-00591-2,2021,ACDC,Cardiac
None,10.1186/s12968-021-00791-8,2021,ACDC,Cardiac
None,10.1007/978-3-030-89128-2_14,2021,ACDC,Cardiac
None,10.1007/s00330-022-08616-7,2022,ACDC,Cardiac
None,10.3389/fcvm.2021.816985,2022,ACDC,Cardiac
None,10.3390/diagnostics12020414,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_31,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102362,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_10,2022,ACDC,Cardiac
None,10.1145/3517190,2022,ACDC,Cardiac
None,10.1007/978-981-16-4538-9_2,2022,ACDC,Cardiac
None,10.1259/bjr.20201060,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_34,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_40,2022,ACDC,Cardiac
None,10.1007/s00500-021-06568-6,2022,ACDC,Cardiac
None,10.1002/mrm.29143,2022,ACDC,Cardiac
None,10.2174/1573405617666210126153920,2021,ACDC,Cardiac
None,10.1038/s41598-022-06315-3,2022,ACDC,Cardiac
None,10.1007/s10489-021-03062-2,2022,ACDC,Cardiac
None,10.1016/j.oceaneng.2022.110578,2022,ACDC,Cardiac
None,10.3389/fcvm.2022.804442,2022,ACDC,Cardiac
None,10.1016/j.jcmg.2021.11.017,2022,ACDC,Cardiac
None,10.3233/jifs-211424,2022,ACDC,Cardiac
None,10.1016/j.cmpb.2022.106714,2022,ACDC,Cardiac
None,10.1016/j.imu.2022.100884,2022,ACDC,Cardiac
None,10.1166/jmihi.2021.3510,2021,ACDC,Cardiac
None,10.1016/j.media.2022.102393,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_22,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_27,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_30,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_36,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_37,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_7,2022,ACDC,Cardiac
None,10.1007/978-3-030-93722-5_38,2022,ACDC,Cardiac
None,10.1016/j.media.2022.102389,2022,ACDC,Cardiac
None,10.1109/embc46164.2021.9630335,2021,ACDC,Cardiac
None,10.1109/embc46164.2021.9630586,2021,ACDC,Cardiac
None,10.1109/isbi48211.2021.9433851,2021,ACDC,Cardiac
None,10.1109/isbi48211.2021.9433883,2021,ACDC,Cardiac
None,10.1109/access.2020.2974101,2020,ACDC,Cardiac
None,10.1109/lra.2019.2896518,2019,ACDC,Cardiac
None,10.1109/tmi.2019.2897112,2019,ACDC,Cardiac
None,10.1038/s41598-022-12378-z,2022,ACDC,Cardiac
None,10.3390/jimaging8070194,2022,ACDC,Cardiac
None,10.1016/j.neucom.2020.08.030,2020,ACDC,Cardiac
None,10.1016/j.patcog.2020.107269,2020,ACDC,Cardiac
None,10.1016/j.patrec.2020.11.018,2021,ACDC,Cardiac
None,10.1016/j.recesp.2020.06.017,2020,ACDC,Cardiac
None,10.1007/s13239-020-00494-8,2020,ACDC,Cardiac
None,10.1016/b978-0-12-816176-0.00017-x,2020,ACDC,Cardiac
None,10.1016/j.bspc.2020.102246,2021,ACDC,Cardiac
None,10.1016/j.compbiomed.2020.103884,2020,ACDC,Cardiac
None,10.1016/j.media.2019.101630,2020,ACDC,Cardiac
None,10.1016/j.media.2020.101636,2020,ACDC,Cardiac
None,10.1016/j.media.2020.101792,2020,ACDC,Cardiac
None,10.1016/j.neunet.2020.03.007,2020,ACDC,Cardiac
None,10.1016/j.neunet.2020.07.011,2020,ACDC,Cardiac
None,10.1016/j.rec.2019.05.014,2019,ACDC,Cardiac
None,10.1016/j.rec.2020.06.036,2020,ACDC,Cardiac
None,10.1016/j.compmedimag.2020.101717,2020,ACDC,Cardiac
None,10.1016/j.media.2019.06.001,2019,ACDC,Cardiac
None,10.1016/j.media.2020.101812,2021,ACDC,Cardiac
None,10.1016/j.media.2020.101907,2021,ACDC,Cardiac
None,10.1016/j.mri.2018.11.014,2019,ACDC,Cardiac
None,10.1016/j.neucom.2020.07.053,2020,ACDC,Cardiac
None,10.1016/j.neucom.2020.07.053,2020,ACDC,Cardiac
None,10.1016/j.neucom.2020.07.053,2020,ACDC,Cardiac
None,10.1016/j.neucom.2020.07.053,2020,ACDC,Cardiac
None,10.1016/j.compbiomed.2020.104200,2021,ACDC,Cardiac
None,10.1016/j.media.2019.101537,2019,ACDC,Cardiac
None,10.1016/j.media.2020.101723,2020,ACDC,Cardiac
None,10.1016/j.media.2020.101891,2021,ACDC,Cardiac
None,10.1016/j.media.2020.101901,2021,ACDC,Cardiac
None,10.1016/j.media.2020.101934,2021,ACDC,Cardiac
None,10.1016/j.compbiomed.2020.103877,2020,ACDC,Cardiac
None,10.1016/j.ejrad.2020.109158,2020,ACDC,Cardiac
None,10.1016/j.irbm.2020.06.004,2020,ACDC,Cardiac
None,10.1016/j.media.2019.04.002,2019,ACDC,Cardiac
None,10.1016/j.media.2019.101535,2019,ACDC,Cardiac
None,10.1016/j.media.2019.101591,2020,ACDC,Cardiac
None,10.1016/j.recesp.2019.05.016,2019,ACDC,Cardiac
None,10.1016/b978-0-12-820273-9.00010-5,2021,ACDC,Cardiac
None,10.3390/app11041965,2021,ACDC,Cardiac
None,10.1016/j.image.2021.116303,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_24,2021,ACDC,Cardiac
None,10.1007/978-3-030-78191-0_38,2021,ACDC,Cardiac
None,10.1007/978-3-030-78710-3_13,2021,ACDC,Cardiac
None,10.1007/978-3-030-78710-3_5,2021,ACDC,Cardiac
None,10.1088/1361-6560/abde98,2021,ACDC,Cardiac
None,10.1016/j.compmedimag.2021.101864,2021,ACDC,Cardiac
None,10.1007/s11042-021-11155-w,2021,ACDC,Cardiac
None,10.1016/j.cmpb.2021.106142,2021,ACDC,Cardiac
None,10.1016/j.mri.2021.01.005,2021,ACDC,Cardiac
None,10.3233/xst-210879,2021,ACDC,Cardiac
None,10.1155/2021/1678123,2021,ACDC,Cardiac
None,10.1016/j.artmed.2021.102078,2021,ACDC,Cardiac
None,10.1148/ryai.2020200021,2020,ACDC,Cardiac
None,10.1016/j.media.2021.102029,2021,ACDC,Cardiac
None,10.1155/2021/9960199,2021,ACDC,Cardiac
None,10.1007/s11517-021-02372-4,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_1,2021,ACDC,Cardiac
None,10.1007/s11390-021-0782-5,2021,ACDC,Cardiac
None,10.1016/j.bspc.2021.102686,2021,ACDC,Cardiac
None,10.1016/j.compmedimag.2021.101952,2021,ACDC,Cardiac
None,10.1080/02564602.2021.1937349,2021,ACDC,Cardiac
None,10.1016/j.cmpb.2021.106059,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102035,2021,ACDC,Cardiac
None,10.1152/ajpheart.00764.2020,2021,ACDC,Cardiac
None,10.1002/mp.14752,2021,ACDC,Cardiac
None,10.1016/j.cviu.2021.103248,2021,ACDC,Cardiac
None,10.1007/s11227-021-03664-0,2021,ACDC,Cardiac
None,10.1016/b978-0-12-820273-9.00005-1,2021,ACDC,Cardiac
None,10.1038/s41467-020-20729-5,2021,ACDC,Cardiac
None,10.3389/fnins.2021.652073,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_13,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_23,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_25,2021,ACDC,Cardiac
None,10.1007/978-3-030-78710-3_25,2021,ACDC,Cardiac
None,10.1007/978-3-030-78710-3_3,2021,ACDC,Cardiac
None,10.1016/j.compmedimag.2021.101942,2021,ACDC,Cardiac
None,10.1007/s11760-021-01978-3,2021,ACDC,Cardiac
None,10.1007/978-3-030-76620-7_4,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102066,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102146,2021,ACDC,Cardiac
None,10.1016/j.media.2021.102156,2021,ACDC,Cardiac
None,10.1016/j.mlwa.2021.100078,2021,ACDC,Cardiac
None,10.1101/2021.07.19.21260749,2021,ACDC,Cardiac
None,10.1038/s41598-021-83955-x,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_30,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_32,2021,ACDC,Cardiac
None,10.1007/978-3-030-68107-4_5,2021,ACDC,Cardiac
None,10.1007/978-3-030-78710-3_11,2021,ACDC,Cardiac
None,10.1088/1361-6560/ac0bd3,2021,ACDC,Cardiac
None,10.3390/diagnostics11061104,2021,ACDC,Cardiac
None,10.1016/j.tcm.2021.02.002,2021,ACDC,Cardiac
None,10.1016/j.bspc.2021.102684,2021,ACDC,Cardiac
None,10.1016/j.ejmp.2021.02.024,2021,ACDC,Cardiac
None,10.3390/a14070212,2021,ACDC,Cardiac
None,10.1016/j.compbiomed.2021.104472,2021,ACDC,Cardiac
None,10.1038/s41569-021-00527-2,2021,ACDC,Cardiac
None,10.1007/978-3-030-80432-9_22,2021,ACDC,Cardiac
None,10.1093/ehjdh/ztab033,2021,ACDC,Cardiac
None,10.1145/3434780.3436652,2020,ACDC,Cardiac
None,10.3390/jcm10050921,2021,ACDC,Cardiac
None,10.3390/e23010064,2021,LA,Cardiac
None,10.1002/jmri.27732,2021,LA,Cardiac
None,10.3390/ijms22147681,2021,LA,Cardiac
None,10.3389/fphys.2021.709230,2021,LA,Cardiac
None,10.3389/fphys.2021.653013,2021,LA,Cardiac
None,10.3389/fphys.2021.674106,2021,LA,Cardiac
None,10.1007/s10237-021-01454-4,2021,LA,Cardiac
None,10.1007/978-3-030-87196-3_28,2021,LA,Cardiac
None,10.1002/mp.15195,2021,LA,Cardiac
None,10.3389/fphys.2021.733139,2021,LA,Cardiac
None,10.1007/978-3-030-87196-3_33,2021,LA,Cardiac
None,10.1007/978-3-030-87231-1_54,2021,LA,Cardiac
None,10.1016/j.media.2021.102303,2022,LA,Cardiac
None,10.1016/j.jksuci.2021.12.005,2021,LA,Cardiac
None,10.1007/978-3-030-88010-1_46,2021,LA,Cardiac
None,10.1016/j.media.2022.102360,2022,LA,Cardiac
None,10.1016/j.media.2022.102360,2022,LA,Cardiac
None,10.23919/cinc53138.2021.9662790,2021,LA,Cardiac
None,10.1007/978-3-030-93722-5_38,2022,LA,Cardiac
None,10.3389/fphys.2022.880260,2022,LA,Cardiac
None,10.1145/3512576.3512587,2021,LA,Cardiac
None,10.3390/app12083764,2022,LA,Cardiac
None,10.1016/j.cmpb.2022.106821,2022,LA,Cardiac
None,10.1145/3498851.3499006,2021,LA,Cardiac
None,10.1002/mp.15670,2022,LA,Cardiac
None,10.1016/j.neucom.2022.04.065,2022,LA,Cardiac
None,10.1038/s41598-022-10464-w,2022,LA,Cardiac
