name,DOI,publication_year,dataset_used
TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation,10.48550/arxiv.2102.08005,2021,Medical Decathlon
LAMP: Large Deep Nets with Automated Model Parallelism for Image  Segmentation,10.48550/arxiv.2006.12575,2020,Medical Decathlon
RibSeg Dataset and Strong Point Cloud Baselines for Rib Segmentation from CT Scans,10.1007/978-3-030-87193-2_58,2021,Medical Decathlon
Deep structure learning using feature extraction in trained projection space,10.1016/j.compeleceng.2021.107097,2021,Medical Decathlon
Predicting Scores of Medical Imaging Segmentation Methods with  Meta-Learning,10.48550/arxiv.2005.08869,2020,Medical Decathlon
LAMP: Large Deep Nets with Automated Model Parallelism for Image Segmentation,10.1007/978-3-030-59719-1_37,2020,Medical Decathlon
Cross-domain Medical Image Translation by Shared Latent Gaussian Mixture Model,10.1007/978-3-030-59713-9_37,2020,Medical Decathlon
Cross-Domain Medical Image Translation by Shared Latent Gaussian Mixture  Model,10.48550/arxiv.2007.07230,2020,Medical Decathlon
A Comparison of Applying Image Processing and Deep Learning in Acne Region Extraction,10.18178/joig.10.4.166-171,2022,Medical Decathlon
Can segmentation models be trained with fully synthetically generated  data?,10.48550/arxiv.2209.08256,2022,Medical Decathlon
A Deep Learning-based 3D CNN for Automated COVID-19 Lung Lesions Segmentation from 3D Chest CT Scans,10.1109/isia55826.2022.9993505,2022,Medical Decathlon
Distance-based Loss Weightings for Improving Retinal Tissue Segmentation using Fully Convolutional Neural Networks,10.1109/etcm56276.2022.9935708,2022,Medical Decathlon
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,10.1007/978-3-031-16443-9_15,2022,Medical Decathlon
Deep learning model-based segmentation of medical diseases from MRI and CT images,10.1109/tencon54134.2021.9707278,2021,Medical Decathlon
TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation,10.1007/978-3-030-87193-2_2,2021,Medical Decathlon
Label-Efficient Multi-Task Segmentation using Contrastive Learning,10.48550/arxiv.2009.11160,2020,Medical Decathlon
Semi-supervised Detection Identification and Segmentation for Abdominal Organs,10.1007/978-3-031-23911-3_4,2022,Medical Decathlon
Improving Interactive Segmentation using a Novel Weighted Loss Function with an Adaptive Click Size and Two-Stream Fusion,10.1109/bigmm55396.2022.00009,2022,Medical Decathlon
Self Pre-training with Masked Autoencoders for Medical Image Analysis,10.48550/arxiv.2203.05573,2022,Medical Decathlon
Robustness of different loss functions and their impact on networks  learning capability,10.48550/arxiv.2110.08322,2021,Medical Decathlon
Addressing the Class Imbalance Problem in Medical Image Segmentation via Accelerated Tversky Loss Function,10.1007/978-3-030-75768-7_31,2021,Medical Decathlon
Predicting Scores of Medical Imaging Segmentation Methods with Meta-learning,10.1007/978-3-030-61166-8_26,2020,Medical Decathlon
The FELIX Project: Deep Networks To Detect Pancreatic Neoplasms,10.1101/2022.09.24.22280071,2022,Medical Decathlon
3D Medical image segmentation using parallel transformers,10.1016/j.patcog.2023.109432,2023,Medical Decathlon
Towards fully automated Inner Ear Analysis: Deep-Learning-based Joint Segmentation and Landmark Detection Framework,10.21203/rs.3.rs-2327533/v1,2022,Medical Decathlon
Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images,10.1007/978-3-031-08999-2_22,2022,Medical Decathlon
Adaptive Curriculum Learning for Semi-supervised Segmentation of 3D CT-Scans,10.1007/978-3-030-92185-9_7,2021,Medical Decathlon
Can Segmentation Models Be Trained with Fully Synthetically Generated Data?,10.1007/978-3-031-16980-9_8,2022,Medical Decathlon
Fitting Segmentation Networks on Varying Image Resolutions Using Splatting,10.1007/978-3-031-12053-4_21,2022,Medical Decathlon
Efficient Brain and Liver Tumor Segmentation using Seagull Optimization Algorithm based Super Pixel Fuzzy Clustering,10.1109/icosec54921.2022.9952105,2022,Medical Decathlon
MaxStyle: Adversarial Style Composition for Robust Medical Image  Segmentation,10.48550/arxiv.2206.01737,2022,Medical Decathlon
Fitting Segmentation Networks on Varying Image Resolutions using  Splatting,10.48550/arxiv.2206.06445,2022,Medical Decathlon
Learning Euler's Elastica Model for Medical Image Segmentation,10.48550/arxiv.2011.00526,2020,Medical Decathlon
Context Label Learning: Improving Background Class Representations in  Semantic Segmentation,10.48550/arxiv.2212.08423,2022,Medical Decathlon
Leveraging Conditional Generative Models in a General Explanation  Framework of Classifier Decisions,10.48550/arxiv.2106.10947,2021,Medical Decathlon
Learning multi-level structural information for small organ segmentation,10.1016/j.sigpro.2021.108418,2022,Medical Decathlon
Morphology-Preserving Autoregressive 3D Generative Modelling of the Brain,10.1007/978-3-031-16980-9_7,2022,Medical Decathlon
Morphology-preserving Autoregressive 3D Generative Modelling of the  Brain,10.48550/arxiv.2209.03177,2022,Medical Decathlon
A Deep-Learning Lesion Segmentation Model that Addresses Class Imbalance and Expected Low Probability Tissue Abnormalities in Pre and Postoperative Liver MRI,10.1007/978-3-031-12053-4_30,2022,Medical Decathlon
Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors  in MRI Images,10.48550/arxiv.2201.01266,2022,Medical Decathlon
Survey on machine learning applied to medical image analysis,10.1109/cisp-bmei53629.2021.9624442,2021,Medical Decathlon
Optimized U-Net for Brain Tumor Segmentation,10.48550/arxiv.2110.03352,2021,Medical Decathlon
Fully Automatic Deep Learning Framework for Pancreatic Ductal  Adenocarcinoma Detection on Computed Tomography,10.48550/arxiv.2111.15409,2021,Medical Decathlon
Learn2Reg: comprehensive multi-task medical image registration  challenge dataset and evaluation in the era of deep learning,10.48550/arxiv.2112.04489,2021,Medical Decathlon
Strategies for Training Deep Learning Models in Medical Domains with Small Reference Datasets,10.24132/jwscg.2020.28.5,2020,Medical Decathlon
DAE-Former: Dual Attention-guided Efficient Transformer for Medical  Image Segmentation,10.48550/arxiv.2212.13504,2022,Medical Decathlon
Robust Segmentation Models using an Uncertainty Slice Sampling Based  Annotation Workflow,10.48550/arxiv.2109.14879,2021,Medical Decathlon
The Fully Convolutional Transformer for Medical Image Segmentation,10.48550/arxiv.2206.00566,2022,Medical Decathlon
Pixel-global Self-supervised Learning with Uncertainty-aware Context  Stabilizer,10.48550/arxiv.2210.00646,2022,Medical Decathlon
High-Resolution Swin Transformer for Automatic Medical Image  Segmentation,10.48550/arxiv.2207.11553,2022,Medical Decathlon
Deep learning-based Segmentation of Multi-site Disease in Ovarian Cancer,10.1101/2023.01.10.22279679,2023,Medical Decathlon
Test-Time Training for Deformable Multi-Scale Image Registration,10.48550/arxiv.2103.13578,2021,Medical Decathlon
Synthesize Then Compare: Detecting Failures and Anomalies for Semantic Segmentation,10.1007/978-3-030-58452-8_9,2020,Medical Decathlon
Model-Agnostic Multi-Domain Learning with Domain-Specific Adapters for Action Recognition,10.1587/transinf.2022edp7058,2022,Medical Decathlon
Test-Time Training for Deformable Multi-Scale Image Registration,10.1109/icra48506.2021.9561808,2021,Medical Decathlon
Hierarchical Deep Auto-Encoding (Hdae): Effective Information Fusion for Simultaneous Reconstruction and Segmentation of Regionsof-Interest (Roi) from Sub-Sampled Magnetic Resonance (Mr) Images,10.2139/ssrn.4372888,2023,Medical Decathlon
Uncertainty Learning towards Unsupervised Deformable Medical Image Registration,10.1109/wacv51458.2022.00162,2022,Medical Decathlon
NeurReg: Neural Registration and Its Application to Image Segmentation,10.1109/wacv45572.2020.9093506,2020,Medical Decathlon
Synthesize then Compare: Detecting Failures and Anomalies for Semantic  Segmentation,10.48550/arxiv.2003.08440,2020,Medical Decathlon
The Fully Convolutional Transformer for Medical Image Segmentation,10.1109/wacv56688.2023.00365,2023,Medical Decathlon
Error Minimization in Pre-surgical Model of Brain Tumor for 3-D Printing,10.1007/s40032-022-00894-w,2022,Medical Decathlon
Robust Medical Instrument Segmentation Challenge 2019,10.48550/arxiv.2003.10299,2020,Medical Decathlon
Incremental Cross-view Mutual Distillation for Self-supervised Medical  CT Synthesis,10.48550/arxiv.2112.10325,2021,Medical Decathlon
Incremental Cross-view Mutual Distillation for Self-supervised Medical CT Synthesis,10.1109/cvpr52688.2022.02002,2022,Medical Decathlon
Robust Segmentation Models Using an Uncertainty Slice Sampling-Based Annotation Workflow,10.1109/access.2022.3141021,2022,Medical Decathlon
Rethinking the Dice Loss for Deep Learning Lesion Segmentation in Medical Images,10.1007/s12204-021-2264-x,2021,Medical Decathlon
Deep Learning for Automatic Segmentation of Vestibular Schwannoma: A Retrospective Study from Multi-Centre Routine MRI,10.1101/2022.08.01.22278193,2022,Medical Decathlon
Learning Non-Unique Segmentation with Reward-Penalty Dice Loss,10.48550/arxiv.2009.10987,2020,Medical Decathlon
Learning Non-Unique Segmentation with Reward-Penalty Dice Loss,10.1109/ijcnn48605.2020.9206940,2020,Medical Decathlon
U-Net architecture variants for brain tumor segmentation of histogram corrected images,10.2478/ausi-2022-0004,2022,Medical Decathlon
MedMNIST v2 -- A large-scale lightweight benchmark for 2D and 3D  biomedical image classification,10.48550/arxiv.2110.14795,2021,Medical Decathlon
A Comprehensive Survey of Transformers for Computer Vision,10.48550/arxiv.2211.06004,2022,Medical Decathlon
AFTer-UNet: Axial Fusion Transformer UNet for Medical Image Segmentation,10.48550/arxiv.2110.10403,2021,Medical Decathlon
Applications of deep learning in disease diagnosis of chest radiographs: A survey on materials and methods,10.1016/j.bea.2023.100076,2023,Medical Decathlon
Liver kidney and spleen segmentation from CT scans and MRI with deep learning: A survey,10.1016/j.neucom.2021.08.157,2022,Medical Decathlon
Using Deep Learning-based Features Extracted from CT scans to Predict  Outcomes in COVID-19 Patients,10.48550/arxiv.2205.05009,2022,Medical Decathlon
Auto-FedRL: Federated Hyperparameter Optimization for Multi-institutional Medical Image Segmentation,10.1007/978-3-031-19803-8_26,2022,Medical Decathlon
Closing the Generalization Gap of Cross-silo Federated Medical Image Segmentation,10.1109/cvpr52688.2022.02020,2022,Medical Decathlon
Auto-FedRL: Federated Hyperparameter Optimization for  Multi-institutional Medical Image Segmentation,10.48550/arxiv.2203.06338,2022,Medical Decathlon
PRNet: polar regression network for medical image segmentation,10.1007/s00371-021-02315-y,2021,Medical Decathlon
AFTer-UNet: Axial Fusion Transformer UNet for Medical Image Segmentation,10.1109/wacv51458.2022.00333,2022,Medical Decathlon
Uncertainty-guided mutual consistency learning for semi-supervised medical image segmentation,10.1016/j.artmed.2022.102476,2023,Medical Decathlon
Energy-efficient high-fidelity image reconstruction with memristor arrays for medical diagnosis,10.21203/rs.3.rs-2147455/v1,2022,Medical Decathlon
RTUNet: Residual transformer UNet specifically for pancreas segmentation,10.1016/j.bspc.2022.104173,2023,Medical Decathlon
Uncertainty-Guided Mutual Consistency Learning for Semi-Supervised  Medical Image Segmentation,10.48550/arxiv.2112.02508,2021,Medical Decathlon
Federated Multi-organ Segmentation with Partially Labeled Data,10.48550/arxiv.2206.07156,2022,Medical Decathlon
FPF-Net: feature propagation and fusion based on attention mechanism for pancreas segmentation,10.1007/s00530-022-00963-1,2022,Medical Decathlon
hAIst Conference: Health-related Artificial Intelligence in Stavanger,10.31265/usps.195,2022,Medical Decathlon
Spatial Context-Aware Self-Attention Model For Multi-Organ Segmentation,10.48550/arxiv.2012.09279,2020,Medical Decathlon
The Future of Digital Health with Federated Learning,10.48550/arxiv.2003.08119,2020,Medical Decathlon
PGL: Prior-Guided Local Self-supervised Learning for 3D Medical Image  Segmentation,10.48550/arxiv.2011.12640,2020,Medical Decathlon
Going to Extremes: Weakly Supervised Medical Image Segmentation,10.48550/arxiv.2009.11988,2020,Medical Decathlon
Polar coordinate sampling-based segmentation of overlapping cervical cells using attention U-Net and random walk,10.1016/j.neucom.2019.12.036,2020,Medical Decathlon
Graph-Constrained Contrastive Regularization for Semi-weakly Volumetric Segmentation,10.1007/978-3-031-19803-8_24,2022,Medical Decathlon
CAKES: Channel-wise Automatic KErnel Shrinking for Efficient 3D Networks,10.48550/arxiv.2003.12798,2020,Medical Decathlon
Causality-inspired Single-source Domain Generalization for Medical Image  Segmentation,10.48550/arxiv.2111.12525,2021,Medical Decathlon
Self-supervised Tumor Segmentation through Layer Decomposition,10.48550/arxiv.2109.03230,2021,Medical Decathlon
Going to Extremes: Weakly Supervised Medical Image Segmentation,10.3390/make3020026,2021,Medical Decathlon
A large public dataset of annotated clinical MRIs of patients with acute stroke and linked metadata,10.21203/rs.3.rs-1705779/v1,2022,Medical Decathlon
A Novel 2-Phase U-net Algorithm Combined with Optimal Mass Transportation for 3D Brain Tumor Detection and Segmentation,10.21203/rs.3.rs-1215123/v1,2022,Medical Decathlon
Shape-aware Joint Distribution Alignment for Cross-domain Image Segmentation,10.1109/tmi.2023.3247941,2023,Medical Decathlon
Does Non-COVID19 Lung Lesion Help? Investigating Transferability in  COVID-19 CT Image Segmentation,10.48550/arxiv.2006.13877,2020,Medical Decathlon
3D medical image segmentation with labeled and unlabeled data using  autoencoders at the example of liver segmentation in CT images,10.48550/arxiv.2003.07923,2020,Medical Decathlon
Multi‐planar 3D knee MRI segmentation via UNet inspired architectures,10.1002/ima.22836,2022,Medical Decathlon
What is Wrong with Continual Learning in Medical Image Segmentation?,10.48550/arxiv.2010.11008,2020,Medical Decathlon
An End-to-End Data-Adaptive Pancreas Segmentation System with an Image Quality Control Toolbox,10.1155/2023/3617318,2023,Medical Decathlon
Active learning using adaptable task-based prioritisation,10.48550/arxiv.2212.01703,2022,Medical Decathlon
RibSeg v2: A Large-scale Benchmark for Rib Labeling and Anatomical  Centerline Extraction,10.48550/arxiv.2210.09309,2022,Medical Decathlon
3D PSwinBTS: An efficient transformer-based Unet using 3D parallel shifted windows for brain tumor segmentation,10.1016/j.dsp.2022.103784,2022,Medical Decathlon
AMOS: A Large-Scale Abdominal Multi-Organ Benchmark for Versatile  Medical Image Segmentation,10.48550/arxiv.2206.08023,2022,Medical Decathlon
TD-Net: Trans-Deformer network for automatic pancreas segmentation,10.1016/j.neucom.2022.10.060,2023,Medical Decathlon
MICS : Multi-steps Inverse Consistency and Symmetric deep learning  registration network,10.48550/arxiv.2111.12123,2021,Medical Decathlon
Modality specific U-Net variants for biomedical image segmentation: A  survey,10.48550/arxiv.2107.04537,2021,Medical Decathlon
Lowering the computational barrier: Partially Bayesian neural networks for transparency in medical imaging AI,10.3389/fcomp.2023.1071174,2023,Medical Decathlon
External Attention Assisted Multi-Phase Splenic Vascular Injury  Segmentation with Limited Data,10.48550/arxiv.2201.00942,2022,Medical Decathlon
3D Md-Unet: A novel model of multi-dataset collaboration for medical image segmentation,10.1016/j.neucom.2021.12.045,2022,Medical Decathlon
Self-supervised Tumor Segmentation with Sim2Real Adaptation,10.1109/jbhi.2023.3240844,2023,Medical Decathlon
Membership Inference Attacks Against Semantic Segmentation Models,10.48550/arxiv.2212.01082,2022,Medical Decathlon
Patch-based Medical Image Segmentation using Matrix Product State Tensor  Networks,10.48550/arxiv.2109.07138,2021,Medical Decathlon
Automatic pancreas segmentation based on lightweight DCNN modules and spatial prior propagation,10.1016/j.patcog.2020.107762,2021,Medical Decathlon
Deep Implicit Statistical Shape Models for 3D Medical Image Delineation,10.48550/arxiv.2104.02847,2021,Medical Decathlon
A review of research on co‐training,10.1002/cpe.6276,2021,Medical Decathlon
Probabilistic Semantic Segmentation Refinement by Monte Carlo Region  Growing,10.48550/arxiv.2005.05856,2020,Medical Decathlon
Supervised and Semi-supervised Methods for Abdominal Organ Segmentation: A Review,10.1007/s11633-021-1313-0,2021,Medical Decathlon
CLIP-Driven Universal Model for Organ Segmentation and Tumor Detection,10.48550/arxiv.2301.00785,2023,Medical Decathlon
MSCDA: Multi-level Semantic-guided Contrast Improves Unsupervised Domain  Adaptation for Breast MRI Segmentation in Small Datasets,10.48550/arxiv.2301.02554,2023,Medical Decathlon
Towards a Single Unified Model for Effective Detection Segmentation  and Diagnosis of Eight Major Cancers Using a Large Collection of CT Scans,10.48550/arxiv.2301.12291,2023,Medical Decathlon
Med-Query: Steerable Parsing of 9-DoF Medical Anatomies with Query  Embedding,10.48550/arxiv.2212.02014,2022,Medical Decathlon
Closing the Generalization Gap of Cross-silo Federated Medical Image  Segmentation,10.48550/arxiv.2203.10144,2022,Medical Decathlon
Self-paced and self-consistent co-training for semi-supervised image  segmentation,10.48550/arxiv.2011.00325,2020,Medical Decathlon
Weakly supervised segmentation with cross-modality equivariant  constraints,10.48550/arxiv.2104.02488,2021,Medical Decathlon
Training CNN Classifiers for Semantic Segmentation using Partially  Annotated Images: with Application on Human Thigh and Calf MRI,10.48550/arxiv.2008.07030,2020,Medical Decathlon
Cortical lesions central vein sign and paramagnetic rim lesions in  multiple sclerosis: emerging machine learning techniques and future avenues,10.48550/arxiv.2201.07463,2022,Medical Decathlon
Automated brain tumor malignancy detection via 3D MRI using adaptive-3-D U-Net and heuristic-based deep neural network,10.1007/s00530-022-00952-4,2022,Medical Decathlon
Boosting Semi-supervised Image Segmentation with Global and Local Mutual  Information Regularization,10.48550/arxiv.2103.04813,2021,Medical Decathlon
Transferable Visual Words: Exploiting the Semantics of Anatomical  Patterns for Self-supervised Learning,10.48550/arxiv.2102.10680,2021,Medical Decathlon
Leveraging conditional generative models in a general explanation framework of classifier decisions,10.1016/j.future.2022.02.020,2022,Medical Decathlon
Label-Assemble: Leveraging Multiple Datasets with Partial Labels,10.48550/arxiv.2109.12265,2021,Medical Decathlon
Reinforcement Learning in Medical Image Analysis: Concepts  Applications Challenges and Future Directions,10.48550/arxiv.2206.14302,2022,Medical Decathlon
Factorizer: A Scalable Interpretable Approach to Context Modeling for  Medical Image Segmentation,10.48550/arxiv.2202.12295,2022,Medical Decathlon
Where is VALDO? VAscular Lesions Detection and segmentatiOn challenge at  MICCAI 2021,10.48550/arxiv.2208.07167,2022,Medical Decathlon
The use of deep learning in interventional radiotherapy (brachytherapy):  a review with a focus on open source and open data,10.48550/arxiv.2205.07516,2022,Medical Decathlon
Enhancing MR Image Segmentation with Realistic Adversarial Data  Augmentation,10.48550/arxiv.2108.03429,2021,Medical Decathlon
Data Analysis Methods for Software Systems,10.15388/damss.12.2021,2021,Medical Decathlon
Deep and statistical learning in biomedical imaging: State of the art in 3D MRI brain tumor segmentation,10.1016/j.inffus.2022.12.013,2023,Medical Decathlon
CrossMoDA 2021 challenge: Benchmark of Cross-Modality Domain Adaptation  techniques for Vestibular Schwannoma and Cochlea Segmentation,10.48550/arxiv.2201.02831,2022,Medical Decathlon
Distributed Collaborative and Federated Learning and Affordable AI and Healthcare for Resource Diverse Global Health Third MICCAI Workshop DeCaF 2022 and Second MICCAI Workshop FAIR 2022 Held in Conjunction with MICCAI 2022 Singapore September 18 and 22 2022 Proceedings,10.1007/978-3-031-18523-6,2022,Medical Decathlon
Chapter 8 Machine learning ML for eHealth systems,10.1016/b978-0-12-823818-9.00019-5,2022,Medical Decathlon
Dive into Self-Supervised Learning for Medical Image Analysis: Data  Models and Tasks,10.48550/arxiv.2209.12157,2022,Medical Decathlon
QU-BraTS: MICCAI BraTS 2020 Challenge on Quantifying Uncertainty in  Brain Tumor Segmentation - Analysis of Ranking Scores and Benchmarking  Results,10.48550/arxiv.2112.10074,2021,Medical Decathlon
Deep semantic segmentation of natural and medical images: a review,10.1007/s10462-020-09854-1,2020,Medical Decathlon
Data Augmentation Labelling and Imperfections Second MICCAI Workshop DALI 2022 Held in Conjunction with MICCAI 2022 Singapore September 22 2022 Proceedings,10.1007/978-3-031-17027-0,2022,Medical Decathlon
Robust deep learning-based semantic organ segmentation in hyperspectral  images,10.48550/arxiv.2111.05408,2021,Medical Decathlon
An overview of deep learning in medical imaging,10.1016/j.imu.2021.100723,2021,Medical Decathlon
Transforming medical imaging with Transformers? A comparative review of  key properties current progresses and future perspectives,10.48550/arxiv.2206.01136,2022,Medical Decathlon
Automated liver tissues delineation techniques: A systematic survey on machine learning current trends and future orientations,10.1016/j.engappai.2022.105532,2023,Medical Decathlon
Simulation and Synthesis in Medical Imaging 7th International Workshop SASHIMI 2022 Held in Conjunction with MICCAI 2022 Singapore September 18 2022 Proceedings,10.1007/978-3-031-16980-9,2022,Medical Decathlon
Medical Image Segmentation Review: The success of U-Net,10.48550/arxiv.2211.14830,2022,Medical Decathlon
Domain Adaptation and Representation Transfer and Distributed and Collaborative Learning Second MICCAI Workshop DART 2020 and First MICCAI Workshop DCL 2020 Held in Conjunction with MICCAI 2020 Lima Peru October 4–8 2020 Proceedings,10.1007/978-3-030-60548-3,2020,Medical Decathlon
Metrics reloaded: Pitfalls and recommendations for image analysis  validation,10.48550/arxiv.2206.01653,2022,Medical Decathlon
Machine Learning in Medical Imaging 13th International Workshop MLMI 2022 Held in Conjunction with MICCAI 2022 Singapore September 18 2022 Proceedings,10.1007/978-3-031-21014-3,2022,Medical Decathlon
Nature Methods,10.1038/nde/15487091/2021/18/2,2021,Medical Decathlon
Applied Technologies 4th International Conference ICAT 2022 Quito Ecuador November 23–25 2022 Revised Selected Papers Part I,10.1007/978-3-031-24985-3,2023,Medical Decathlon
Interpretability of Machine Intelligence in Medical Image Computing and Topological Data Analysis and Its Applications for Medical Data 4th International Workshop iMIMIC 2021 and 1st International Workshop TDA4MedicalData 2021 Held in Conjunction with MICCAI 2021 Strasbourg France September 27 2021 Proceedings,10.1007/978-3-030-87444-5,2021,Medical Decathlon
Multiscale Multimodal Medical Imaging Third International Workshop MMMI 2022 Held in Conjunction with MICCAI 2022 Singapore September 22 2022 Proceedings,10.1007/978-3-031-18814-5,2022,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part III,10.1007/978-3-030-87199-4,2021,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2022 25th International Conference Singapore September 18–22 2022 Proceedings Part V,10.1007/978-3-031-16443-9,2022,Medical Decathlon
Medical Image Understanding and Analysis 26th Annual Conference MIUA 2022 Cambridge UK July 27–29 2022 Proceedings,10.1007/978-3-031-12053-4,2022,Medical Decathlon
Intelligent Systems and Pattern Recognition Second International Conference ISPR 2022 Hammamet Tunisia March 24–26 2022 Revised Selected Papers,10.1007/978-3-031-08277-1,2022,Medical Decathlon
Machine Learning in Clinical Neuroimaging 5th International Workshop MLCN 2022 Held in Conjunction with MICCAI 2022 Singapore September 18 2022 Proceedings,10.1007/978-3-031-17899-3,2022,Medical Decathlon
Clinical Image-Based Procedures Distributed and Collaborative Learning Artificial Intelligence for Combating COVID-19 and Secure and Privacy-Preserving Machine Learning 10th Workshop CLIP 2021 Second Workshop DCL 2021 First Workshop LL-COVID19 2021 and First Workshop and Tutorial PPML 2021 Held in Conjunction with MICCAI 2021 Strasbourg France September 27 and October 1 2021 Proceedings,10.1007/978-3-030-90874-4,2021,Medical Decathlon
Proceedings of International Conference on Emerging Technologies and Intelligent Systems ICETIS 2021 Volume 2,10.1007/978-3-030-85990-9,2022,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2022 25th International Conference Singapore September 18–22 2022 Proceedings Part IV,10.1007/978-3-031-16440-8,2022,Medical Decathlon
Deep Generative Models and Data Augmentation Labelling and Imperfections First Workshop DGM4MICCAI 2021 and First Workshop DALI 2021 Held in Conjunction with MICCAI 2021 Strasbourg France October 1 2021 Proceedings,10.1007/978-3-030-88210-5,2021,Medical Decathlon
Fast and Low-Resource Semi-supervised Abdominal Organ Segmentation MICCAI 2022 Challenge FLARE 2022 Held in Conjunction with MICCAI 2022 Singapore September 22 2022 Proceedings,10.1007/978-3-031-23911-3,2022,Medical Decathlon
Intelligent Computing Theories and Application 16th International Conference ICIC 2020 Bari Italy October 2–5 2020 Proceedings Part I,10.1007/978-3-030-60799-9,2020,Medical Decathlon
Abstract,10.1002/mp.15769,2022,Medical Decathlon
Interpretable and Annotation-Efficient Learning for Medical Image Computing Third International Workshop iMIMIC 2020 Second International Workshop MIL3ID 2020 and 5th International Workshop LABELS 2020 Held in Conjunction with MICCAI 2020 Lima Peru October 4–8 2020 Proceedings,10.1007/978-3-030-61166-8,2020,Medical Decathlon
Computational Intelligence in Data Science 5th IFIP TC 12 International Conference ICCIDS 2022 Virtual Event March 24–26 2022 Revised Selected Papers,10.1007/978-3-031-16364-7,2022,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part I,10.1007/978-3-030-87193-2,2021,Medical Decathlon
Computer Vision – ECCV 2022 17th European Conference Tel Aviv Israel October 23–27 2022 Proceedings Part XXI,10.1007/978-3-031-19803-8,2022,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2020 23rd International Conference Lima Peru October 4–8 2020 Proceedings Part IV,10.1007/978-3-030-59719-1,2020,Medical Decathlon
Advances in Knowledge Discovery and Data Mining 25th Pacific-Asia Conference PAKDD 2021 Virtual Event May 11–14 2021 Proceedings Part III,10.1007/978-3-030-75768-7,2021,Medical Decathlon
Brainlesion: Glioma Multiple Sclerosis Stroke and Traumatic Brain Injuries 6th International Workshop BrainLes 2020 Held in Conjunction with MICCAI 2020 Lima Peru October 4 2020 Revised Selected Papers Part II,10.1007/978-3-030-72087-2,2021,Medical Decathlon
Brainlesion: Glioma Multiple Sclerosis Stroke and Traumatic Brain Injuries 6th International Workshop BrainLes 2020 Held in Conjunction with MICCAI 2020 Lima Peru October 4 2020 Revised Selected Papers Part I,10.1007/978-3-030-72084-1,2021,Medical Decathlon
Neural Information Processing 28th International Conference ICONIP 2021 Sanur Bali Indonesia December 8–12 2021 Proceedings Part I,10.1007/978-3-030-92185-9,2021,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2020 23rd International Conference Lima Peru October 4–8 2020 Proceedings Part II,10.1007/978-3-030-59713-9,2020,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2022 25th International Conference Singapore September 18–22 2022 Proceedings Part III,10.1007/978-3-031-16437-8,2022,Medical Decathlon
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27 – October 1 2021 Proceedings Part V,10.1007/978-3-030-87240-3,2021,Medical Decathlon
Computer Vision – ECCV 2020 16th European Conference Glasgow UK August 23–28 2020 Proceedings Part I,10.1007/978-3-030-58452-8,2020,Medical Decathlon
Impact of neoadjuvant androgen deprivation therapy on magnetic resonance imaging features in prostate cancer before radiotherapy,10.1016/j.phro.2021.01.004,2021,I2CVB
Diagnostic accuracy of different computer-aided diagnostic systems for prostate cancer based on magnetic resonance imaging,10.1097/md.0000000000023817,2021,I2CVB
Computer-Aided Detection for Prostate Cancer Detection Based on Multi-Parametric Magnetic Resonance Imaging,10.1109/embc.2017.8037522,2017,I2CVB
Enhanced Dual-Stage Correlated Diffusion Imaging,10.1109/embc.2016.7591981,2016,I2CVB
Differentiating Cancerous and Non-cancerous Prostate Tissue Using Multi-scale Texture Analysis on MRI,10.1109/embc.2019.8856927,2019,I2CVB
Synthetic Elastography Using B-Mode Ultrasound Through a Deep Fully Convolutional Neural Network,10.1109/tuffc.2020.2983099,2020,I2CVB
A Novel Unsupervised Segmentation Approach Quantifies Tumor Tissue Populations Using Multiparametric MRI: First Results with Histological Validation,10.1007/s11307-016-1009-y,2016,I2CVB
Radiomics Driven Diffusion Weighted Imaging Sensing Strategies for Zone-Level Prostate Cancer Sensing,10.3390/s20051539,2020,I2CVB
Detection of ISUP ≥2 prostate cancers using multiparametric MRI: prospective multicentre assessment of the non-inferiority of an artificial intelligence system as compared to the PI-RADS V.2.1 score (CHANGE study),10.1136/bmjopen-2021-051274,2022,I2CVB
Multiparametric MRI and Radiomics in Prostate Cancer: A Review of the Current Literature,10.3390/diagnostics11101829,2021,I2CVB
MRI Based Radiomics Compared With the PI-RADS V2.1 in the Prediction of Clinically Significant Prostate Cancer: Biparametric vs Multiparametric MRI,10.3389/fonc.2021.792456,2022,I2CVB
