"About the data: Exported on Mar 06, 2023. Criteria: '""The Medical Segmentation Decathlon""' in full data; Publication Year is 2019 or 2018. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals,,,,,,,,,,,
441,pub.1141450796,10.48550/arxiv.2109.12265,,,Label-Assemble: Leveraging Multiple Datasets with Partial Labels,"The success of deep learning relies heavily on large and diverse datasets
with extensive labels, but we often only have access to several small datasets
associated with partial labels. In this paper, we start a new initiative,
""Label-Assemble"", that aims to unleash the full potential of partially labeled
data from an assembly of public datasets. Specifically, we introduce a new
dynamic adapter to encode different visual tasks, which addresses the
challenges of incomparable, heterogeneous, or even conflicting labeling
protocols. We also employ pseudo-labeling and consistency constraints to
harness data with missing labels and to mitigate the domain gap across
datasets. From rigorous evaluations on three natural imaging and six medical
imaging tasks, we discover that learning from ""negative examples"" facilitates
both classification and segmentation of classes of interest. This sheds new
light on the computer-aided diagnosis of rare diseases and emerging pandemics,
wherein ""positive examples"" are hard to collect, yet ""negative examples"" are
relatively easier to assemble. Apart from exceeding prior arts in the ChestXray
benchmark, our model is particularly strong in identifying diseases of minority
classes, yielding over 3-point improvement on average. Remarkably, when using
existing partial labels, our model performance is on-par with that using full
labels, eliminating the need for an additional 40% of annotation costs. Code
will be made available at https://github.com/MrGiovanni/LabelAssemble.",,,arXiv,,,2021-09-24,2021,,,,,,All OA, Green,Preprint,"Kang, Mintong; Lu, Yongyi; Yuille, Alan L.; Zhou, Zongwei","Kang, Mintong (); Lu, Yongyi (); Yuille, Alan L. (); Zhou, Zongwei ()",,"Kang, Mintong (); Lu, Yongyi (); Yuille, Alan L. (); Zhou, Zongwei ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1141450796,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
441,pub.1149106454,10.48550/arxiv.2206.14302,,,"Reinforcement Learning in Medical Image Analysis: Concepts,  Applications, Challenges, and Future Directions","Motivation: Medical image analysis involves tasks to assist physicians in
qualitative and quantitative analysis of lesions or anatomical structures,
significantly improving the accuracy and reliability of diagnosis and
prognosis. Traditionally, these tasks are finished by physicians or medical
physicists and lead to two major problems: (i) low efficiency; (ii) biased by
personal experience. In the past decade, many machine learning methods have
been applied to accelerate and automate the image analysis process. Compared to
the enormous deployments of supervised and unsupervised learning models,
attempts to use reinforcement learning in medical image analysis are scarce.
This review article could serve as the stepping-stone for related research.
Significance: From our observation, though reinforcement learning has gradually
gained momentum in recent years, many researchers in the medical analysis field
find it hard to understand and deploy in clinics. One cause is lacking
well-organized review articles targeting readers lacking professional computer
science backgrounds. Rather than providing a comprehensive list of all
reinforcement learning models in medical image analysis, this paper may help
the readers to learn how to formulate and solve their medical image analysis
research as reinforcement learning problems. Approach & Results: We selected
published articles from Google Scholar and PubMed. Considering the scarcity of
related articles, we also included some outstanding newest preprints. The
papers are carefully reviewed and categorized according to the type of image
analysis task. We first review the basic concepts and popular models of
reinforcement learning. Then we explore the applications of reinforcement
learning models in landmark detection. Finally, we conclude the article by
discussing the reviewed reinforcement learning approaches' limitations and
possible improvements.",,,arXiv,,,2022-06-28,2022,,,,,,All OA, Green,Preprint,"Hu, Mingzhe; Zhang, Jiahan; Matkovic, Luke; Liu, Tian; Yang, Xiaofeng","Hu, Mingzhe (); Zhang, Jiahan (); Matkovic, Luke (); Liu, Tian (); Yang, Xiaofeng ()",,"Hu, Mingzhe (); Zhang, Jiahan (); Matkovic, Luke (); Liu, Tian (); Yang, Xiaofeng ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1149106454,46 Information and Computing Sciences, 4602 Artificial Intelligence, 4611 Machine Learning,,,,,,,,,
439,pub.1145843999,10.48550/arxiv.2202.12295,,,Factorizer: A Scalable Interpretable Approach to Context Modeling for  Medical Image Segmentation,"Convolutional Neural Networks (CNNs) with U-shaped architectures have
dominated medical image segmentation, which is crucial for various clinical
purposes. However, the inherent locality of convolution makes CNNs fail to
fully exploit global context, essential for better recognition of some
structures, e.g., brain lesions. Transformers have recently proven promising
performance on vision tasks, including semantic segmentation, mainly due to
their capability of modeling long-range dependencies. Nevertheless, the
quadratic complexity of attention makes existing Transformer-based models use
self-attention layers only after somehow reducing the image resolution, which
limits the ability to capture global contexts present at higher resolutions.
Therefore, this work introduces a family of models, dubbed Factorizer, which
leverages the power of low-rank matrix factorization for constructing an
end-to-end segmentation model. Specifically, we propose a linearly scalable
approach to context modeling, formulating Nonnegative Matrix Factorization
(NMF) as a differentiable layer integrated into a U-shaped architecture. The
shifted window technique is also utilized in combination with NMF to
effectively aggregate local information. Factorizers compete favorably with
CNNs and Transformers in terms of accuracy, scalability, and interpretability,
achieving state-of-the-art results on the BraTS dataset for brain tumor
segmentation and ISLES'22 dataset for stroke lesion segmentation. Highly
meaningful NMF components give an additional interpretability advantage to
Factorizers over CNNs and Transformers. Moreover, our ablation studies reveal a
distinctive feature of Factorizers that enables a significant speed-up in
inference for a trained Factorizer without any extra steps and without
sacrificing much accuracy. The code and models are publicly available at
https://github.com/pashtari/factorizer.",,,arXiv,,,2022-02-24,2022,,,,,,All OA, Green,Preprint,"Ashtari, Pooya; Sima, Diana M.; De Lathauwer, Lieven; Sappey-Marinier, Dominique; Maes, Frederik; Van Huffel, Sabine","Ashtari, Pooya (); Sima, Diana M. (); De Lathauwer, Lieven (); Sappey-Marinier, Dominique (); Maes, Frederik (); Van Huffel, Sabine ()",,"Ashtari, Pooya (); Sima, Diana M. (); De Lathauwer, Lieven (); Sappey-Marinier, Dominique (); Maes, Frederik (); Van Huffel, Sabine ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1145843999,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation, 4611 Machine Learning,,,,,,,,,
421,pub.1150264819,10.48550/arxiv.2208.07167,,,Where is VALDO? VAscular Lesions Detection and segmentatiOn challenge at  MICCAI 2021,"Imaging markers of cerebral small vessel disease provide valuable information
on brain health, but their manual assessment is time-consuming and hampered by
substantial intra- and interrater variability. Automated rating may benefit
biomedical research, as well as clinical assessment, but diagnostic reliability
of existing algorithms is unknown. Here, we present the results of the
\textit{VAscular Lesions DetectiOn and Segmentation} (\textit{Where is VALDO?})
challenge that was run as a satellite event at the international conference on
Medical Image Computing and Computer Aided Intervention (MICCAI) 2021. This
challenge aimed to promote the development of methods for automated detection
and segmentation of small and sparse imaging markers of cerebral small vessel
disease, namely enlarged perivascular spaces (EPVS) (Task 1), cerebral
microbleeds (Task 2) and lacunes of presumed vascular origin (Task 3) while
leveraging weak and noisy labels. Overall, 12 teams participated in the
challenge proposing solutions for one or more tasks (4 for Task 1 - EPVS, 9 for
Task 2 - Microbleeds and 6 for Task 3 - Lacunes). Multi-cohort data was used in
both training and evaluation. Results showed a large variability in performance
both across teams and across tasks, with promising results notably for Task 1 -
EPVS and Task 2 - Microbleeds and not practically useful results yet for Task 3
- Lacunes. It also highlighted the performance inconsistency across cases that
may deter use at an individual level, while still proving useful at a
population level.",,,arXiv,,,2022-08-15,2022,,,,,,All OA, Green,Preprint,"Sudre, Carole H.; Van Wijnen, Kimberlin; Dubost, Florian; Adams, Hieab; Atkinson, David; Barkhof, Frederik; Birhanu, Mahlet A.; Bron, Esther E.; Camarasa, Robin; Chaturvedi, Nish; Chen, Yuan; Chen, Zihao; Chen, Shuai; Dou, Qi; Evans, Tavia; Ezhov, Ivan; Gao, Haojun; Sanguesa, Marta Girones; Gispert, Juan Domingo; Anson, Beatriz Gomez; Hughes, Alun D.; Ikram, M. Arfan; Ingala, Silvia; Jaeger, H. Rolf; Kofler, Florian; Kuijf, Hugo J.; Kutnar, Denis; Lee, Minho; Li, Bo; Lorenzini, Luigi; Menze, Bjoern; Molinuevo, Jose Luis; Pan, Yiwei; Puybareau, Elodie; Rehwald, Rafael; Su, Ruisheng; Shi, Pengcheng; Smith, Lorna; Tillin, Therese; Tochon, Guillaume; Urien, Helene; van der Velden, Bas H. M.; van der Velpen, Isabelle F.; Wiestler, Benedikt; Wolters, Frank J.; Yilmaz, Pinar; de Groot, Marius; Vernooij, Meike W.; de Bruijne, Marleen","Sudre, Carole H. (for the ALFA study); Van Wijnen, Kimberlin (for the ALFA study); Dubost, Florian (for the ALFA study); Adams, Hieab (for the ALFA study); Atkinson, David (for the ALFA study); Barkhof, Frederik (for the ALFA study); Birhanu, Mahlet A. (for the ALFA study); Bron, Esther E. (for the ALFA study); Camarasa, Robin (for the ALFA study); Chaturvedi, Nish (for the ALFA study); Chen, Yuan (for the ALFA study); Chen, Zihao (for the ALFA study); Chen, Shuai (for the ALFA study); Dou, Qi (for the ALFA study); Evans, Tavia (for the ALFA study); Ezhov, Ivan (for the ALFA study); Gao, Haojun (for the ALFA study); Sanguesa, Marta Girones (for the ALFA study); Gispert, Juan Domingo (for the ALFA study); Anson, Beatriz Gomez (for the ALFA study); Hughes, Alun D. (for the ALFA study); Ikram, M. Arfan (for the ALFA study); Ingala, Silvia (for the ALFA study); Jaeger, H. Rolf (for the ALFA study); Kofler, Florian (for the ALFA study); Kuijf, Hugo J. (for the ALFA study); Kutnar, Denis (for the ALFA study); Lee, Minho (for the ALFA study); Li, Bo (for the ALFA study); Lorenzini, Luigi (for the ALFA study); Menze, Bjoern (for the ALFA study); Molinuevo, Jose Luis (for the ALFA study); Pan, Yiwei (for the ALFA study); Puybareau, Elodie (for the ALFA study); Rehwald, Rafael (for the ALFA study); Su, Ruisheng (for the ALFA study); Shi, Pengcheng (for the ALFA study); Smith, Lorna (for the ALFA study); Tillin, Therese (for the ALFA study); Tochon, Guillaume (for the ALFA study); Urien, Helene (for the ALFA study); van der Velden, Bas H. M. (for the ALFA study); van der Velpen, Isabelle F. (for the ALFA study); Wiestler, Benedikt (for the ALFA study); Wolters, Frank J. (for the ALFA study); Yilmaz, Pinar (for the ALFA study); de Groot, Marius (for the ALFA study); Vernooij, Meike W. (for the ALFA study); de Bruijne, Marleen (for the ALFA study)",,"Sudre, Carole H. (); Van Wijnen, Kimberlin (); Dubost, Florian (); Adams, Hieab (); Atkinson, David (); Barkhof, Frederik (); Birhanu, Mahlet A. (); Bron, Esther E. (); Camarasa, Robin (); Chaturvedi, Nish (); Chen, Yuan (); Chen, Zihao (); Chen, Shuai (); Dou, Qi (); Evans, Tavia (); Ezhov, Ivan (); Gao, Haojun (); Sanguesa, Marta Girones (); Gispert, Juan Domingo (); Anson, Beatriz Gomez (); Hughes, Alun D. (); Ikram, M. Arfan (); Ingala, Silvia (); Jaeger, H. Rolf (); Kofler, Florian (); Kuijf, Hugo J. (); Kutnar, Denis (); Lee, Minho (); Li, Bo (); Lorenzini, Luigi (); Menze, Bjoern (); Molinuevo, Jose Luis (); Pan, Yiwei (); Puybareau, Elodie (); Rehwald, Rafael (); Su, Ruisheng (); Shi, Pengcheng (); Smith, Lorna (); Tillin, Therese (); Tochon, Guillaume (); Urien, Helene (); van der Velden, Bas H. M. (); van der Velpen, Isabelle F. (); Wiestler, Benedikt (); Wolters, Frank J. (); Yilmaz, Pinar (); de Groot, Marius (); Vernooij, Meike W. (); de Bruijne, Marleen ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1150264819,46 Information and Computing Sciences, 4608 Human-Centred Computing,,,,,,,,,,
419,pub.1147931821,10.48550/arxiv.2205.07516,,,The use of deep learning in interventional radiotherapy (brachytherapy):  a review with a focus on open source and open data,"Deep learning advanced to one of the most important technologies in almost
all medical fields. Especially in areas, related to medical imaging it plays a
big role. However, in interventional radiotherapy (brachytherapy) deep learning
is still in an early phase. In this review, first, we investigated and
scrutinised the role of deep learning in all processes of interventional
radiotherapy and directly related fields. Additionally we summarised the most
recent developments. To reproduce results of deep learning algorithms both
source code and training data must be available. Therefore, a second focus of
this work was on the analysis of the availability of open source, open data and
open models. In our analysis, we were able to show that deep learning plays
already a major role in some areas of interventional radiotherapy, but is still
hardly presented in others. Nevertheless, its impact is increasing with the
years, partly self-propelled but also influenced by closely related fields.
Open source, data and models are growing in number but are still scarce and
unevenly distributed among different research groups. The reluctance in
publishing code, data and models limits reproducibility and restricts
evaluation to mono-institutional datasets. Summarised, deep learning will
change positively the workflow of interventional radiotherapy but there is room
for improvement when it comes to reproducible results and standardised
evaluation methods.",,,arXiv,,,2022-05-16,2022,,,,,,All OA, Green,Preprint,"Fechter, Tobias; Sachpazidis, Ilias; Baltas, Dimos","Fechter, Tobias (); Sachpazidis, Ilias (); Baltas, Dimos ()",,"Fechter, Tobias (); Sachpazidis, Ilias (); Baltas, Dimos ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1147931821,32 Biomedical and Clinical Sciences, 51 Physical Sciences, 5105 Medical and Biological Physics,,,,,,,,,
419,pub.1140316668,10.48550/arxiv.2108.03429,,,Enhancing MR Image Segmentation with Realistic Adversarial Data  Augmentation,"The success of neural networks on medical image segmentation tasks typically
relies on large labeled datasets for model training. However, acquiring and
manually labeling a large medical image set is resource-intensive, expensive,
and sometimes impractical due to data sharing and privacy issues. To address
this challenge, we propose AdvChain, a generic adversarial data augmentation
framework, aiming at improving both the diversity and effectiveness of training
data for medical image segmentation tasks. AdvChain augments data with dynamic
data augmentation, generating randomly chained photo-metric and geometric
transformations to resemble realistic yet challenging imaging variations to
expand training data. By jointly optimizing the data augmentation model and a
segmentation network during training, challenging examples are generated to
enhance network generalizability for the downstream task. The proposed
adversarial data augmentation does not rely on generative networks and can be
used as a plug-in module in general segmentation networks. It is
computationally efficient and applicable for both low-shot supervised and
semi-supervised learning. We analyze and evaluate the method on two MR image
segmentation tasks: cardiac segmentation and prostate segmentation with limited
labeled data. Results show that the proposed approach can alleviate the need
for labeled data while improving model generalization ability, indicating its
practical value in medical imaging applications.",,,arXiv,,,2021-08-07,2021,,,,,,All OA, Green,Preprint,"Chen, Chen; Qin, Chen; Ouyang, Cheng; Li, Zeju; Wang, Shuo; Qiu, Huaqi; Chen, Liang; Tarroni, Giacomo; Bai, Wenjia; Rueckert, Daniel","Chen, Chen (); Qin, Chen (); Ouyang, Cheng (); Li, Zeju (); Wang, Shuo (); Qiu, Huaqi (); Chen, Liang (); Tarroni, Giacomo (); Bai, Wenjia (); Rueckert, Daniel ()",,"Chen, Chen (); Qin, Chen (); Ouyang, Cheng (); Li, Zeju (); Wang, Shuo (); Qiu, Huaqi (); Chen, Liang (); Tarroni, Giacomo (); Bai, Wenjia (); Rueckert, Daniel ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1140316668,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
403,pub.1142581012,10.15388/damss.12.2021,,,Data Analysis Methods for Software Systems,"Established in 2019, this journal contains various selected articles prepared by the community of Vilnius University.",,,Vilnius University Proceedings,,,2021-11-15,2021,2021-11-15,,17,,1-82,All OA, Gold,Article,"Bernatavičienė, Jolita","Bernatavičienė, Jolita (Vilnius University, Lithuania)",,"Bernatavičienė, Jolita (Vilnius University)",0,0,,0.0,https://www.journals.vu.lt/proceedings/article/download/25028/24294,https://app.dimensions.ai/details/publication/pub.1142581012,46 Information and Computing Sciences, 4612 Software Engineering,,,,,,,,,,
402,pub.1153642233,10.1016/j.inffus.2022.12.013,,,Deep and statistical learning in biomedical imaging: State of the art in 3D MRI brain tumor segmentation,"Clinical diagnosis and treatment decisions rely upon the integration of patient-specific data with clinical reasoning. Cancer presents a unique context that influences treatment decisions, given its diverse forms of disease evolution. Biomedical imaging allows non-invasive assessment of diseases based on visual evaluations, leading to better clinical outcome prediction and therapeutic planning. Early methods of brain cancer characterization predominantly relied upon the statistical modeling of neuroimaging data. Driven by breakthroughs in computer vision, deep learning has become the de facto standard in medical imaging. Integrated statistical and deep learning methods have recently emerged as a new direction in the automation of medical practice unifying multi-disciplinary knowledge in medicine, statistics, and artificial intelligence. In this study, we critically review major statistical, deep learning, and probabilistic deep learning models and their applications in brain imaging research with a focus on MRI-based brain tumor segmentation. These results highlight that model-driven classical statistics and data-driven deep learning is a potent combination for developing automated systems in clinical oncology.",,,Information Fusion,,,2023-04,2023,,2023-04,92,,450-465,All OA, Green,Article,"Fernando, K. Ruwani M.; Tsokos, Chris P.","Fernando, K. Ruwani M. (Department of Mathematics and Statistics, University of South Florida, Tampa, FL, 33620, USA); Tsokos, Chris P. (Department of Mathematics and Statistics, University of South Florida, Tampa, FL, 33620, USA)","Fernando, K. Ruwani M. (University of South Florida)","Fernando, K. Ruwani M. (University of South Florida); Tsokos, Chris P. (University of South Florida)",0,0,,,http://arxiv.org/pdf/2103.05529,https://app.dimensions.ai/details/publication/pub.1153642233,46 Information and Computing Sciences, 4602 Artificial Intelligence, 4603 Computer Vision and Multimedia Computation, 4605 Data Management and Data Science,3 Good Health and Well Being,,,,,,,
386,pub.1144584589,10.48550/arxiv.2201.02831,,,CrossMoDA 2021 challenge: Benchmark of Cross-Modality Domain Adaptation  techniques for Vestibular Schwannoma and Cochlea Segmentation,"Domain Adaptation (DA) has recently raised strong interests in the medical
imaging community. While a large variety of DA techniques has been proposed for
image segmentation, most of these techniques have been validated either on
private datasets or on small publicly available datasets. Moreover, these
datasets mostly addressed single-class problems. To tackle these limitations,
the Cross-Modality Domain Adaptation (crossMoDA) challenge was organised in
conjunction with the 24th International Conference on Medical Image Computing
and Computer Assisted Intervention (MICCAI 2021). CrossMoDA is the first large
and multi-class benchmark for unsupervised cross-modality DA. The challenge's
goal is to segment two key brain structures involved in the follow-up and
treatment planning of vestibular schwannoma (VS): the VS and the cochleas.
Currently, the diagnosis and surveillance in patients with VS are performed
using contrast-enhanced T1 (ceT1) MRI. However, there is growing interest in
using non-contrast sequences such as high-resolution T2 (hrT2) MRI. Therefore,
we created an unsupervised cross-modality segmentation benchmark. The training
set provides annotated ceT1 (N=105) and unpaired non-annotated hrT2 (N=105).
The aim was to automatically perform unilateral VS and bilateral cochlea
segmentation on hrT2 as provided in the testing set (N=137). A total of 16
teams submitted their algorithm for the evaluation phase. The level of
performance reached by the top-performing teams is strikingly high (best median
Dice - VS:88.4%; Cochleas:85.7%) and close to full supervision (median Dice -
VS:92.5%; Cochleas:87.7%). All top-performing methods made use of an
image-to-image translation approach to transform the source-domain images into
pseudo-target-domain images. A segmentation network was then trained using
these generated images and the manual annotations provided for the source
image.",,,arXiv,,,2022-01-08,2022,,,,,,All OA, Green,Preprint,"Dorent, Reuben; Kujawa, Aaron; Ivory, Marina; Bakas, Spyridon; Rieke, Nicola; Joutard, Samuel; Glocker, Ben; Cardoso, Jorge; Modat, Marc; Batmanghelich, Kayhan; Belkov, Arseniy; Calisto, Maria Baldeon; Choi, Jae Won; Dawant, Benoit M.; Dong, Hexin; Escalera, Sergio; Fan, Yubo; Hansen, Lasse; Heinrich, Mattias P.; Joshi, Smriti; Kashtanova, Victoriya; Kim, Hyeon Gyu; Kondo, Satoshi; Kruse, Christian N.; Lai-Yuen, Susana K.; Li, Hao; Liu, Han; Ly, Buntheng; Oguz, Ipek; Shin, Hyungseob; Shirokikh, Boris; Su, Zixian; Wang, Guotai; Wu, Jianghao; Xu, Yanwu; Yao, Kai; Zhang, Li; Ourselin, Sebastien; Shapey, Jonathan; Vercauteren, Tom","Dorent, Reuben (); Kujawa, Aaron (); Ivory, Marina (); Bakas, Spyridon (); Rieke, Nicola (); Joutard, Samuel (); Glocker, Ben (); Cardoso, Jorge (); Modat, Marc (); Batmanghelich, Kayhan (); Belkov, Arseniy (); Calisto, Maria Baldeon (); Choi, Jae Won (); Dawant, Benoit M. (); Dong, Hexin (); Escalera, Sergio (); Fan, Yubo (); Hansen, Lasse (); Heinrich, Mattias P. (); Joshi, Smriti (); Kashtanova, Victoriya (); Kim, Hyeon Gyu (); Kondo, Satoshi (); Kruse, Christian N. (); Lai-Yuen, Susana K. (); Li, Hao (); Liu, Han (); Ly, Buntheng (); Oguz, Ipek (); Shin, Hyungseob (); Shirokikh, Boris (); Su, Zixian (); Wang, Guotai (); Wu, Jianghao (); Xu, Yanwu (); Yao, Kai (); Zhang, Li (); Ourselin, Sebastien (); Shapey, Jonathan (); Vercauteren, Tom ()",,"Dorent, Reuben (); Kujawa, Aaron (); Ivory, Marina (); Bakas, Spyridon (); Rieke, Nicola (); Joutard, Samuel (); Glocker, Ben (); Cardoso, Jorge (); Modat, Marc (); Batmanghelich, Kayhan (); Belkov, Arseniy (); Calisto, Maria Baldeon (); Choi, Jae Won (); Dawant, Benoit M. (); Dong, Hexin (); Escalera, Sergio (); Fan, Yubo (); Hansen, Lasse (); Heinrich, Mattias P. (); Joshi, Smriti (); Kashtanova, Victoriya (); Kim, Hyeon Gyu (); Kondo, Satoshi (); Kruse, Christian N. (); Lai-Yuen, Susana K. (); Li, Hao (); Liu, Han (); Ly, Buntheng (); Oguz, Ipek (); Shin, Hyungseob (); Shirokikh, Boris (); Su, Zixian (); Wang, Guotai (); Wu, Jianghao (); Xu, Yanwu (); Yao, Kai (); Zhang, Li (); Ourselin, Sebastien (); Shapey, Jonathan (); Vercauteren, Tom ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1144584589,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences, 46 Information and Computing Sciences,,,,,,,,,
375,pub.1151694516,10.1007/978-3-031-18523-6,,,"Distributed, Collaborative, and Federated Learning, and Affordable AI and Healthcare for Resource Diverse Global Health, Third MICCAI Workshop, DeCaF 2022, and Second MICCAI Workshop, FAIR 2022, Held in Conjunction with MICCAI 2022, Singapore, September 18 and 22, 2022, Proceedings","This book constitutes the refereed proceedings of the Third MICCAI Workshop on Distributed, Collaborative, and Federated Learning, DeCaF 2022, and the Second MICCAI Workshop on Affordable AI and Healthcare, FAIR 2022, held in conjunction with MICCAI 2022, in Singapore in September 2022. FAIR 2022 was held as a hybrid event. DeCaF 2022 accepted 14 papers from the 18 submissions received. The workshop aims at creating a scientific discussion focusing on the comparison, evaluation, and discussion of methodological advancement and practical ideas about machine learning applied to problems where data cannot be stored in centralized databases or where information privacy is a priority. For FAIR 2022, 4 papers from 9 submissions were accepted for publication. The topics of the accepted submissions focus on deep ultrasound segmentation, portable OCT image quality enhancement, self-attention deep networks and knowledge distillation in low-regime setting.",,,Lecture Notes in Computer Science,,,2022,2022,,2022,13573,,,Closed,Edited Book,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1151694516,46 Information and Computing Sciences, 4606 Distributed Computing and Systems Software,3 Good Health and Well Being,,,,,,,,,,
358,pub.1144690374,10.1016/b978-0-12-823818-9.00019-5,,,Chapter 8 Machine learning ML for eHealth systems,"Healthcare is at the dawn of a new era of intelligent systems and improved human relationships. The potential of artificial intelligence (AI) and machine learning (ML) technologies to support decision-making, optimize workflows, and free up quality human time is revolutionizing how people deliver and receive care. The success and performance of AI-based expert-level diagnostic systems have inspired unprecedented optimism. However, there are growing concerns about ethics, safety, and equity in the delivery of care. The lack of clarity about how it works and the resulting mistrust has negatively affected the relationship between AI and caregivers and recipients, preventing adoption. This chapter provides a general overview of the various AI learning areas and a detailed introduction to the area of federated learning, a key to the application of machine learning in the future vision of healthcare.",,,,Anomaly Detection and Complex Event Processing over IoT Data Streams,,2022,2022,,2022,,,149-191,Closed,Chapter,"Schneider, Patrick; Xhafa, Fatos","Schneider, Patrick (Universitat Oberta de Catalunya (UOC), Barcelona, Spain); Xhafa, Fatos (Universitat Politècnica de Catalunya (UPC), Barcelona, Spain)",,"Schneider, Patrick (Open University of Catalonia); Xhafa, Fatos (Universitat Politècnica de Catalunya)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1144690374,46 Information and Computing Sciences, 4602 Artificial Intelligence, 4608 Human-Centred Computing,3 Good Health and Well Being,,,,,,,,,
357,pub.1151357320,10.48550/arxiv.2209.12157,,,"Dive into Self-Supervised Learning for Medical Image Analysis: Data,  Models and Tasks","Self-supervised learning (SSL) has achieved remarkable performance on various
medical imaging tasks by dint of priors from massive unlabeled data. However,
for a specific downstream task, there is still a lack of an instruction book on
how to select suitable pretext tasks and implementation details. In this work,
we first review the latest applications of self-supervised methods in the field
of medical imaging analysis. Then, we conduct extensive experiments to explore
four significant issues in SSL for medical imaging, including (1) the effect of
self-supervised pretraining on imbalanced datasets, (2) network architectures,
(3) the applicability of upstream tasks to downstream tasks and (4) the
stacking effect of SSL and commonly used policies for deep learning, including
data resampling and augmentation. Based on the experimental results, potential
guidelines are presented for self-supervised pretraining in medical imaging.
Finally, we discuss future research directions and raise issues to be aware of
when designing new SSL methods and paradigms.",,,arXiv,,,2022-09-25,2022,,,,,,All OA, Green,Preprint,"Zhang, Chuyan; Gu, Yun","Zhang, Chuyan (); Gu, Yun ()",,"Zhang, Chuyan (); Gu, Yun ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1151357320,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
