"About the data: Exported on Mar 06, 2023. Criteria: '""Deep Learning Techniques for Automatic MRI Cardiac Multi-Structures Segmentation and Diagnosis: Is the Problem Solved?""' in full data; Publication Year is 2023 or 2022 or 2021. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals,,,,,,,,,,,
5686,pub.1128551920,10.1002/mrm.28361,32557819,PMC7540523,Automated mitral valve vortex ring extraction from 4D‐flow MRI,"PURPOSE: To present and validate a method for automated extraction and analysis of the temporal evolution of the mitral valve (MV) vortex ring from MR 4D-flow data.
METHODS: The proposed algorithm uses the divergence-free part of the velocity vector field for Q criterion-based identification and tracking of MV vortex ring core and region within the left ventricle (LV). The 4D-flow data of 20 subjects (10 healthy controls, 10 patients with ischemic heart disease) were used to validate the algorithm against visual analysis as well as to assess the method's sensitivity to manual LV segmentation. Quantitative MV vortex ring parameters were analyzed with respect to both their differences between healthy subjects and patients and their correlation with transmitral peak velocities.
RESULTS: The algorithm successfully extracted MV vortex rings throughout the entire cardiac cycle, which agreed substantially with visual analysis (Cohen's kappa = 0.77). Furthermore, vortex cores and regions were robustly detected even if a static end-diastolic LV segmentation mask was applied to all frames (Dice coefficients 0.82 ± 0.08 and 0.94 ± 0.02 for core and region, respectively). Early diastolic MV vortex ring vorticity, kinetic energy and circularity index differed significantly between healthy controls and patients. In contrast to vortex shape parameters, vorticity and kinetic energy correlated strongly with transmitral peak velocities.
CONCLUSION: An automated method for temporal MV vortex ring extraction demonstrating robustness with respect to LV segmentation strategies is introduced. Quantitative vortex parameter analysis indicates importance of the MV vortex ring for LV diastolic (dys)function.","This work was supported by the OeNB Anniversary Fund (17934), the Generalitat de Catalunya (2019FI_B1_000198), and the ESOR fellowship program 2018/19. The authors thank Ada Muellner, MS and Eugenia Lamont for editing the manuscript.",,Magnetic Resonance in Medicine,,"Algorithms; Blood Flow Velocity; Diastole; Heart Ventricles; Humans; Magnetic Resonance Imaging; Mitral Valve; Ventricular Function, Left",2020-06-18,2020,2020-06-18,2020-12,84,6,3396-3408,All OA, Hybrid,Article,"Kräuter, Corina; Reiter, Ursula; Reiter, Clemens; Nizhnikava, Volha; Masana, Marc; Schmidt, Albrecht; Fuchsjäger, Michael; Stollberger, Rudolf; Reiter, Gert","Kräuter, Corina (Institute of Medical Engineering, Graz University of Technology, Graz, Austria; Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria); Reiter, Ursula (Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria); Reiter, Clemens (Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria); Nizhnikava, Volha (Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria); Masana, Marc (Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain); Schmidt, Albrecht (Division of Cardiology, Department of Internal Medicine, Medical University of Graz, Graz, Austria); Fuchsjäger, Michael (Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria); Stollberger, Rudolf (Institute of Medical Engineering, Graz University of Technology, Graz, Austria); Reiter, Gert (Division of General Radiology, Department of Radiology, Medical University of Graz, Graz, Austria; Research & Development, Siemens Healthcare Diagnostics, Graz, Austria)","Reiter, Ursula (Medical University of Graz)","Kräuter, Corina (Graz University of Technology; Medical University of Graz); Reiter, Ursula (Medical University of Graz); Reiter, Clemens (Medical University of Graz); Nizhnikava, Volha (Medical University of Graz); Masana, Marc (Autonomous University of Barcelona); Schmidt, Albrecht (Medical University of Graz); Fuchsjäger, Michael (Medical University of Graz); Stollberger, Rudolf (Graz University of Technology); Reiter, Gert (Medical University of Graz)",9,9,1.39,2.74,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mrm.28361,https://app.dimensions.ai/details/publication/pub.1128551920,40 Engineering, 4012 Fluid Mechanics and Thermal Engineering,,,,,,,,,,
953,pub.1128588576,10.48550/arxiv.2006.10511,,,Contrastive learning of global and local features for medical image  segmentation with limited annotations,"A key requirement for the success of supervised deep learning is a large
labeled dataset - a condition that is difficult to meet in medical image
analysis. Self-supervised learning (SSL) can help in this regard by providing a
strategy to pre-train a neural network with unlabeled data, followed by
fine-tuning for a downstream task with limited annotations. Contrastive
learning, a particular variant of SSL, is a powerful technique for learning
image-level representations. In this work, we propose strategies for extending
the contrastive learning framework for segmentation of volumetric medical
images in the semi-supervised setting with limited annotations, by leveraging
domain-specific and problem-specific cues. Specifically, we propose (1) novel
contrasting strategies that leverage structural similarity across volumetric
medical images (domain-specific cue) and (2) a local version of the contrastive
loss to learn distinctive representations of local regions that are useful for
per-pixel segmentation (problem-specific cue). We carry out an extensive
evaluation on three Magnetic Resonance Imaging (MRI) datasets. In the limited
annotation setting, the proposed method yields substantial improvements
compared to other self-supervision and semi-supervised learning techniques.
When combined with a simple data augmentation technique, the proposed method
reaches within 8% of benchmark performance using only two labeled MRI volumes
for training, corresponding to only 4% (for ACDC) of the training data used to
train the benchmark. The code is made public at
https://github.com/krishnabits001/domain_specific_cl.",,,arXiv,,,2020-06-18,2020,,,,,,All OA, Green,Preprint,"Chaitanya, Krishna; Erdil, Ertunc; Karani, Neerav; Konukoglu, Ender","Chaitanya, Krishna (); Erdil, Ertunc (); Karani, Neerav (); Konukoglu, Ender ()",,"Chaitanya, Krishna (); Erdil, Ertunc (); Karani, Neerav (); Konukoglu, Ender ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1128588576,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation, 4611 Machine Learning,,,,,,,,,
5387,pub.1128587256,10.1007/978-3-030-50417-5_6,,PMC7302857,A Direct High-Order Curvilinear Triangular Mesh Generation Method Using an Advancing Front Technique,"In this paper, we propose a novel method of generating high-order curvilinear triangular meshes using an advancing front approach. Our method relies on a direct approach to generate meshes on geometries with curved boundaries. Our advancing front method yields high-quality triangular elements in each iteration which omits the need for post-processing steps. We present several numerical examples of second-order curvilinear triangular meshes of patient-specific anatomical models generated using our technique on boundary meshes obtained from biomedical images.",,,Lecture Notes in Computer Science,Computational Science – ICCS 2020,,2020-06-15,2020,2020-06-15,2020,12138,,72-85,All OA, Bronze,Chapter,"Mohammadi, Fariba; Dangi, Shusil; Shontz, Suzanne M.; Linte, Cristian A.","Mohammadi, Fariba (The University of Kansas, 66045, Lawrence, KS, USA); Dangi, Shusil (Rochester Institute of Technology, 14623, Rochester, NY, USA); Shontz, Suzanne M. (The University of Kansas, 66045, Lawrence, KS, USA); Linte, Cristian A. (Rochester Institute of Technology, 14623, Rochester, NY, USA)","Mohammadi, Fariba (University of Kansas)","Mohammadi, Fariba (University of Kansas); Dangi, Shusil (Rochester Institute of Technology); Shontz, Suzanne M. (University of Kansas); Linte, Cristian A. (Rochester Institute of Technology)",2,2,,1.21,https://link.springer.com/content/pdf/10.1007%2F978-3-030-50417-5_6.pdf,https://app.dimensions.ai/details/publication/pub.1128587256,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games",,,,,,,,,,,
1070,pub.1128529417,10.48550/arxiv.2006.08825,,,Cardiac Segmentation with Strong Anatomical Guarantees,"Convolutional neural networks (CNN) have had unprecedented success in medical
imaging and, in particular, in medical image segmentation. However, despite the
fact that segmentation results are closer than ever to the inter-expert
variability, CNNs are not immune to producing anatomically inaccurate
segmentations, even when built upon a shape prior. In this paper, we present a
framework for producing cardiac image segmentation maps that are guaranteed to
respect pre-defined anatomical criteria, while remaining within the
inter-expert variability. The idea behind our method is to use a well-trained
CNN, have it process cardiac images, identify the anatomically implausible
results and warp these results toward the closest anatomically valid cardiac
shape. This warping procedure is carried out with a constrained variational
autoencoder (cVAE) trained to learn a representation of valid cardiac shapes
through a smooth, yet constrained, latent space. With this cVAE, we can project
any implausible shape into the cardiac latent space and steer it toward the
closest correct shape. We tested our framework on short-axis MRI as well as
apical two and four-chamber view ultrasound images, two modalities for which
cardiac shapes are drastically different. With our method, CNNs can now produce
results that are both within the inter-expert variability and always
anatomically plausible without having to rely on a shape prior.",,,arXiv,,,2020-06-15,2020,,,,,,All OA, Green,Preprint,"Painchaud, Nathan; Skandarani, Youssef; Judge, Thierry; Bernard, Olivier; Lalande, Alain; Jodoin, Pierre-Marc","Painchaud, Nathan (); Skandarani, Youssef (); Judge, Thierry (); Bernard, Olivier (); Lalande, Alain (); Jodoin, Pierre-Marc ()",,"Painchaud, Nathan (); Skandarani, Youssef (); Judge, Thierry (); Bernard, Olivier (); Lalande, Alain (); Jodoin, Pierre-Marc ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1128529417,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games",,,,,,,,,,,
1348,pub.1129912974,10.1109/cvpr42600.2020.00478,,,A Spatiotemporal Volumetric Interpolation Network for 4D Dynamic Medical Image,"Dynamic medical images are often limited in its application due to the large radiation doses and longer image scanning and reconstruction times. Existing methods attempt to reduce the volume samples in the dynamic sequence by interpolating the volumes between the acquired samples. However, these methods are limited to either 2D images and/or are unable to support large but periodic variations in the functional motion between the image volume samples. In this paper, we present a spatiotemporal volumetric inter-polation network (SVIN) designed for 4D dynamic medical images. SVIN introduces dual networks: the first is the spatiotemporal motion network that leverages the 3D convolutional neural network (CNN) for unsupervised parametric volumetric registration to derive spatiotemporal motion field from a pair of image volumes; the second is the sequential volumetric interpolation network, which uses the derived motion field to interpolate image volumes, together with a new regression-based module to characterize the periodic motion cycles in functional organ structures. We also introduce an adaptive multi-scale architecture to capture the volumetric large anatomy motions. Experimental results demonstrated that our SVIN outperformed state-of-the-art temporal medical interpolation methods and natural video interpolation method that has been extended to support volumetric images. Code is available at 11https://github.com/guoyu-niubility/SVIN. https://github.com/guoyu-niubility/SVIN",,,,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,2020-06-13,2020,,2020-06-13,0,,4725-4734,All OA, Green,Proceeding,"Guo, Yuyu; Bi, Lei; Ahn, Euijoon; Feng, Dagan; Wang, Qian; Kim, Jinman","Guo, Yuyu (Institute for Medical Imaging Technology, School of Biomedical Engineering, Shanghai Jiao Tong University, China; School of Computer Science, University of Sydney, Australia); Bi, Lei (School of Computer Science, University of Sydney, Australia); Ahn, Euijoon (School of Computer Science, University of Sydney, Australia); Feng, Dagan (School of Computer Science, University of Sydney, Australia); Wang, Qian (Institute for Medical Imaging Technology, School of Biomedical Engineering, Shanghai Jiao Tong University, China); Kim, Jinman (School of Computer Science, University of Sydney, Australia)",,"Guo, Yuyu (Shanghai Jiao Tong University; The University of Sydney); Bi, Lei (The University of Sydney); Ahn, Euijoon (The University of Sydney); Feng, Dagan (The University of Sydney); Wang, Qian (Shanghai Jiao Tong University); Kim, Jinman (The University of Sydney)",10,10,,5.95,http://arxiv.org/pdf/2002.12680,https://app.dimensions.ai/details/publication/pub.1129912974,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation, 51 Physical Sciences, 5105 Medical and Biological Physics,,,,,,,,
1171,pub.1129912933,10.1109/cvpr42600.2020.00437,,,FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,"Motion estimation of cardiac MRI videos is crucial for the evaluation of human heart anatomy and function. Recent researches show promising results with deep learning-based methods. In clinical deployment, however, they suffer dramatic performance drops due to mismatched distributions between training and testing datasets, commonly encountered in the clinical environment. On the other hand, it is arguably impossible to collect all representative datasets and to train a universal tracker before deployment. In this context, we proposed a novel fast online adaptive learning (FOAL) framework: an online gradient descent based optimizer that is optimized by a meta-learner. The meta-learner enables the online optimizer to perform a fast and robust adaptation. We evaluated our method through extensive experiments on two public clinical datasets. The results showed the superior performance of FOAL in accuracy compared to the offline-trained tracking method. On average, the FOAL took only 0.4 second per video for online optimization.",,,,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,2020-06-13,2020,,2020-06-13,0,,4312-4322,All OA, Green,Proceeding,"Yu, Hanchao; Sun, Shanhui; Yu, Haichao; Chen, Xiao; Shi, Honghui; Huang, Thomas; Chen, Terrence","Yu, Hanchao (University of Illinois, Urbana-Champaign); Sun, Shanhui (United Imaging Intelligence, Cambridge, MA, 02140); Yu, Haichao (University of Illinois, Urbana-Champaign); Chen, Xiao (United Imaging Intelligence, Cambridge, MA, 02140); Shi, Honghui (University of Oregon); Huang, Thomas (University of Illinois, Urbana-Champaign); Chen, Terrence (United Imaging Intelligence, Cambridge, MA, 02140)",,"Yu, Hanchao (University of Illinois Urbana-Champaign); Sun, Shanhui (); Yu, Haichao (University of Illinois Urbana-Champaign); Chen, Xiao (); Shi, Honghui (University of Oregon); Huang, Thomas (University of Illinois Urbana-Champaign); Chen, Terrence ()",29,25,,13.81,http://arxiv.org/pdf/2003.04492,https://app.dimensions.ai/details/publication/pub.1129912933,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation,,,,,,,,,,
6761,pub.1128301230,10.1007/978-3-030-50120-4_10,,PMC7279923,Multi-channel Image Registration of Cardiac MR Using Supervised Feature Learning with Convolutional Encoder-Decoder Network,"It is difficult to register the images involving large deformation and intensity inhomogeneity. In this paper, a new multi-channel registration algorithm using modified multi-feature mutual information (α-MI) based on minimal spanning tree (MST) is presented. First, instead of relying on handcrafted features, a convolutional encoder-decoder network is employed to learn the latent feature representation from cardiac MR images. Second, forward computation and backward propagation are performed in a supervised fashion to make the learned features more discriminative. Finally, local features containing appearance information is extracted and integrated into α-MI for achieving multi-channel registration. The proposed method has been evaluated on cardiac cine-MRI data from 100 patients. The experimental results show that features learned from deep network are more effective than handcrafted features in guiding intra-subject registration of cardiac MR images.",,,Lecture Notes in Computer Science,Biomedical Image Registration,,2020-06-09,2020,2020-06-09,2020,12120,,103-110,All OA, Bronze,Chapter,"Lu, Xuesong; Qiao, Yuchuan","Lu, Xuesong (College of Biomedical Engineering, South-Central University for Nationalities, 430074, Wuhan, China); Qiao, Yuchuan (Laboratory of Neuro Imaging, Keck School of Medicine of USC, 90033, Los Angeles, CA, USA)","Lu, Xuesong (South Central University for Nationalities)","Lu, Xuesong (South Central University for Nationalities); Qiao, Yuchuan (University of Southern California)",0,0,,0.0,https://link.springer.com/content/pdf/10.1007%2F978-3-030-50120-4_10.pdf,https://app.dimensions.ai/details/publication/pub.1128301230,46 Information and Computing Sciences, 4605 Data Management and Data Science,,,,,,,,,,
1454,pub.1128313620,10.48550/arxiv.2006.04725,,,Biomechanics-informed Neural Networks for Myocardial Motion Tracking in  MRI,"Image registration is an ill-posed inverse problem which often requires
regularisation on the solution space. In contrast to most of the current
approaches which impose explicit regularisation terms such as smoothness, in
this paper we propose a novel method that can implicitly learn
biomechanics-informed regularisation. Such an approach can incorporate
application-specific prior knowledge into deep learning based registration.
Particularly, the proposed biomechanics-informed regularisation leverages a
variational autoencoder (VAE) to learn a manifold for biomechanically plausible
deformations and to implicitly capture their underlying properties via
reconstructing biomechanical simulations. The learnt VAE regulariser then can
be coupled with any deep learning based registration network to regularise the
solution space to be biomechanically plausible. The proposed method is
validated in the context of myocardial motion tracking on 2D stacks of cardiac
MRI data from two different datasets. The results show that it can achieve
better performance against other competing methods in terms of motion tracking
accuracy and has the ability to learn biomechanical properties such as
incompressibility and strains. The method has also been shown to have better
generalisability to unseen domains compared with commonly used L2
regularisation schemes.",,,arXiv,,,2020-06-08,2020,,,,,,All OA, Green,Preprint,"Qin, Chen; Wang, Shuo; Chen, Chen; Qiu, Huaqi; Bai, Wenjia; Rueckert, Daniel","Qin, Chen (); Wang, Shuo (); Chen, Chen (); Qiu, Huaqi (); Bai, Wenjia (); Rueckert, Daniel ()",,"Qin, Chen (); Wang, Shuo (); Chen, Chen (); Qiu, Huaqi (); Bai, Wenjia (); Rueckert, Daniel ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1128313620,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1688,pub.1125372255,10.1049/el.2020.0453,,,Imposing boundary‐aware prior into CNNs‐based medical image segmentation,"While convolutional neural networks (CNNs) have become the first choice for the medical image segmentation, they still lack the critical ingredient of incorporating priors, such as smoothness and boundary shapes. The authors tackle the limitation by developing a novel prior that is boundary‐aware in two ways: promoting smoothness without blurring object boundaries and punishing prediction errors according to boundary shapes. They bring the boundary‐aware property into effect by weighting the prediction gradients and errors with the distance map. Their prior differs from previous approaches that either over‐smooth boundaries or tend to produce rough boundaries. They evaluate their prior alongside the cross‐entropy (CE) on a cardiac MRI dataset. Compared to CE alone, their prior improves the Dice score by 1.5% and Hausdorff distance by 53%. It also yielded a faster and more stable learning process.",This work was supported by the National Nature Science Foundation of China (no. 11675122) and the Natural Science Foundation of Ningbo (no. 2018A610165).,,Electronics Letters,,,2020-06,2020,2020-06,2020-06,56,12,599-601,All OA, Bronze,Article,"Liu, Cong; Ma, Longhua; Jin, Xiance; Si, Wen","Liu, Cong (Faculty of Business Information, Shanghai Business School, Shanghai, People's Republic of China); Ma, Longhua (Ningbo Institute of Technology, Zhejiang University, Ningbo, People's Republic of China); Jin, Xiance (Radiation and Medical Oncology Department, 1st Affiliated Hospital of Wenzhou Medical University, WenZhou, People's Republic of China); Si, Wen (Faculty of Business Information, Shanghai Business School, Shanghai, People's Republic of China)","Si, Wen (Shanghai Business School)","Liu, Cong (Shanghai Business School); Ma, Longhua (Zhejiang University); Jin, Xiance (First Affiliated Hospital of Wenzhou Medical University); Si, Wen (Shanghai Business School)",1,1,,0.44,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/el.2020.0453,https://app.dimensions.ai/details/publication/pub.1125372255,"40 Engineering; 4006 Communications Engineering; 4009 Electronics, Sensors and Digital Hardware",,,,,,,,,,,
5371,pub.1127794782,10.1088/2057-1976/ab9556,33444274,,Left ventricle segmentation using a Bayesian approach with distance dependent shape priors,We propose a method for segmentation of the left ventricle in magnetic resonance cardiac images. The framework consists of an initial Bayesian segmentation of the central slice of the volume. This segmentation is used to locate a shape prior for the LV myocardial tissue. This shape prior is determined using the fact that the myocardium is approximately annular as seen in the short-axis. Then a second Bayesian segmentation is performed to obtain the final result. This procedure is repeated for the rest of the slices. An extrapolation of the area of the LV is used to determine a stopping criterion. The method was evaluated on the databases of the Cardiac Atlas project. Our results demonstrate a suitable accuracy for myocardial segmentation (≈0.8 Dice's coefficient). For the endocardium and the epicardium the Dice's coefficients are 0.94 and 0.9 respectively. The accuracy was also evaluated in terms of the Hausdorff distance and the average distance. For the myocardium we obtain 8 mm and 2 mm respectively. Our results demonstrate the capability and merits of the proposed method to estimate the structure of the LV. The method requires minimal user input and generates results with quality comparable to more complex approaches. This paper suggests a new efficient approach for automatic LV quantification based on a Bayesian technique with shape priors with errors comparable to state-of-the-art techniques.,This work was partially supported by Consejo Nacional de Investigaciones Cientficas y Tcnicas (CONICET) PIP 112 201301 00 256.,,Biomedical Physics & Engineering Express,,"Algorithms; Bayes Theorem; Diastole; Endocardium; Female; Heart Ventricles; Humans; Image Interpretation, Computer-Assisted; Imaging, Three-Dimensional; Magnetic Resonance Imaging; Male; Myocardium; Pattern Recognition, Automated; Pericardium; Probability; Reproducibility of Results; Respiration; Stroke Volume; Ventricular Function, Left",2020-05-29,2020,2020-05-29,2020-07-01,6,4,45013,Closed,Article,"Cardenas, Rodrigo; Curiale, Ariel H; Mato, German","Cardenas, Rodrigo (Consejo Nacional de Investigaciones Cient, ficas y T, cnicas (CONICET), Argentina; Centro At, mico Bariloche, Av., Bustillo, 9500, R8402AGP S. C. de Bariloche, R, o Negro, Argentina); Curiale, Ariel H (Consejo Nacional de Investigaciones Cient, ficas y T, cnicas (CONICET), Argentina; Centro At, mico Bariloche, Av., Bustillo, 9500, R8402AGP S. C. de Bariloche, R, o Negro, Argentina); Mato, German (Consejo Nacional de Investigaciones Cient, ficas y T, cnicas (CONICET), Argentina; Centro At, mico Bariloche, Av., Bustillo, 9500, R8402AGP S. C. de Bariloche, R, o Negro, Argentina; Comisi, n Nacional de Energ, a At, mica (CNEA), Argentina)",,"Cardenas, Rodrigo (); Curiale, Ariel H (); Mato, German ()",1,1,0.22,0.24,,https://app.dimensions.ai/details/publication/pub.1127794782,40 Engineering, 4003 Biomedical Engineering,,,,,,,,,,,
4788,pub.1127898843,10.3389/fcvm.2020.00086,32528977,PMC7266934,Mini Review: Deep Learning for Atrial Segmentation From Late Gadolinium-Enhanced MRIs,"Segmentation and 3D reconstruction of the human atria is of crucial importance for precise diagnosis and treatment of atrial fibrillation, the most common cardiac arrhythmia. However, the current manual segmentation of the atria from medical images is a time-consuming, labor-intensive, and error-prone process. The recent emergence of artificial intelligence, particularly deep learning, provides an alternative solution to the traditional methods that fail to accurately segment atrial structures from clinical images. This has been illustrated during the recent 2018 Atrial Segmentation Challenge for which most of the challengers developed deep learning approaches for atrial segmentation, reaching high accuracy (>90% Dice score). However, as significant discrepancies exist between the approaches developed, many important questions remain unanswered, such as which deep learning architectures and methods to ensure reliability while achieving the best performance. In this paper, we conduct an in-depth review of the current state-of-the-art of deep learning approaches for atrial segmentation from late gadolinium-enhanced MRIs, and provide critical insights for overcoming the main hindrances faced in this task.","We would like to thank our colleagues: Dr. Nawshin Dastagir, Joseph Ashby, and Christopher Walker for their precious comments and insights that greatly helped to improve the manuscript. We would also like to thank Vincent Guichot who provided great assistance for the creation of the figures.",,Frontiers in Cardiovascular Medicine,,,2020-05-27,2020,2020-05-27,,7,,86,All OA, Gold,Article,"Jamart, Kevin; Xiong, Zhaohan; Talou, Gonzalo D. Maso; Stiles, Martin K.; Zhao, Jichao","Jamart, Kevin (Auckland Bioengineering Institute, The University of Auckland, Auckland, New Zealand); Xiong, Zhaohan (Auckland Bioengineering Institute, The University of Auckland, Auckland, New Zealand); Talou, Gonzalo D. Maso (Auckland Bioengineering Institute, The University of Auckland, Auckland, New Zealand); Stiles, Martin K. (Waikato Clinical School, Faculty of Medical and Health Sciences, The University of Auckland, Auckland, New Zealand); Zhao, Jichao (Auckland Bioengineering Institute, The University of Auckland, Auckland, New Zealand)","Zhao, Jichao (University of Auckland)","Jamart, Kevin (University of Auckland); Xiong, Zhaohan (University of Auckland); Talou, Gonzalo D. Maso (University of Auckland); Stiles, Martin K. (University of Auckland); Zhao, Jichao (University of Auckland)",22,21,1.72,14.25,https://www.frontiersin.org/articles/10.3389/fcvm.2020.00086/pdf,https://app.dimensions.ai/details/publication/pub.1127898843,32 Biomedical and Clinical Sciences, 3201 Cardiovascular Medicine and Haematology,,,,,,,,,,
4034,pub.1127756035,10.1038/s41598-020-65153-3,32439884,PMC7242400,Reference Ranges for Left Ventricular Curvedness and Curvedness-Based Functional Indices Using Cardiovascular Magnetic Resonance in Healthy Asian Subjects,"Curvature-based three-dimensional cardiovascular magnetic resonance (CMR) allows regional function characterization without an external spatial frame of reference. However, introduction of this modality into clinical practice is hampered by lack of reference values. We aim to establish normal ranges for 3D left ventricular (LV) regional parameters in relation to age and gender for 171 healthy subjects. LV geometrical reconstruction and automatic calculation of regional parameters were implemented by in-house software (CardioWerkz) using stacks of short-axis cine slices. Parameter normal ranges were stratified by gender and age categories (≤44, 45–64, 65–74 and 75–84 years). Our software had excellent intra- and inter-observer agreement. Ageing was significantly associated with increases in end-systolic (ES) curvedness (CES) and area strain (AS) with higher rates of increase in males, end-diastolic (ED) and ES wall thickness (WTED, WTES) with higher rates of increase in females, and reductions in ED and ES wall stress indices (σi,ED) with higher rates of increase in females. Females exhibited greater ED curvedness, CES, σi,ED and AS than males, but smaller WTED and WTES. Age × gender interaction was not observed for any parameter. This study establishes age and gender specific reference values for 3D LV regional parameters using CMR without additional image acquisition.","The authors thank Bao Ru Leong and Jennifer Ann Bryant (National Heart Centre Singapore) for their help in data collection. This research is supported by the National Medical Research Council Singapore (NMRC/OFIRG/0018/2016, NMRC/TA/0031/2015, MOH-000153, MOH-000351, MOH-000358 and NMRC/BnB/0017/2015), SingHealth Duke-NUS Academic Medicine Research Grant (AM/TP015/2018 (SRDUKAMR1814)), Biomedical Engineering Programme, Agency for Science, Technology and Research, Singapore Project Grant (132 148 0012).",,Scientific Reports,,"Adult; Aged; Aged, 80 and over; Asians; Female; Healthy Volunteers; Heart Ventricles; Humans; Magnetic Resonance Imaging, Cine; Male; Middle Aged; Reference Values; Sex Factors; Ventricular Function, Left; Ventricular Function, Right; Young Adult",2020-05-21,2020,2020-05-21,,10,1,8465,All OA, Gold,Article,"Zhao, Xiaodan; Teo, Soo-Kng; Zhong, Liang; Leng, Shuang; Zhang, Jun-Mei; Low, Ris; Allen, John; Koh, Angela S.; Su, Yi; Tan, Ru-San","Zhao, Xiaodan (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore); Teo, Soo-Kng (Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR), 1 Fusionopolis Way, #16-16 Connexis, 138632, Singapore, Singapore); Zhong, Liang (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore; Duke-NUS Medical School, 8 College Road, 169857, Singapore, Singapore); Leng, Shuang (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore); Zhang, Jun-Mei (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore; Duke-NUS Medical School, 8 College Road, 169857, Singapore, Singapore); Low, Ris (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore); Allen, John (Duke-NUS Medical School, 8 College Road, 169857, Singapore, Singapore); Koh, Angela S. (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore; Duke-NUS Medical School, 8 College Road, 169857, Singapore, Singapore); Su, Yi (Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR), 1 Fusionopolis Way, #16-16 Connexis, 138632, Singapore, Singapore); Tan, Ru-San (National Heart Research Institute Singapore, National Heart Centre Singapore, 5 Hospital Drive, 169609, Singapore, Singapore; Duke-NUS Medical School, 8 College Road, 169857, Singapore, Singapore)","Zhong, Liang (National Heart Centre Singapore; Duke NUS Graduate Medical School)","Zhao, Xiaodan (National Heart Centre Singapore); Teo, Soo-Kng (Institute of High Performance Computing); Zhong, Liang (National Heart Centre Singapore; Duke NUS Graduate Medical School); Leng, Shuang (National Heart Centre Singapore); Zhang, Jun-Mei (National Heart Centre Singapore; Duke NUS Graduate Medical School); Low, Ris (National Heart Centre Singapore); Allen, John (Duke NUS Graduate Medical School); Koh, Angela S. (National Heart Centre Singapore; Duke NUS Graduate Medical School); Su, Yi (Institute of High Performance Computing); Tan, Ru-San (National Heart Centre Singapore; Duke NUS Graduate Medical School)",3,3,0.1,1.47,https://www.nature.com/articles/s41598-020-65153-3.pdf,https://app.dimensions.ai/details/publication/pub.1127756035,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences,,,,,,,,,,
